datetime,date,hour,year,month,day_of_week,is_weekend,season,profile_type,daily_parking_count,daily_usage_minutes,avg_stay_minutes,hourly_share,estimated_entries,estimated_active_cars,estimated_active_cars_change,event_count_nearby,evening_event_count,free_event_count,event_flag_nearby,is_estimated_data,external_enrichment_level
2021-01-01 00:00:00,2021-01-01,0,2021,1,Friday,False,winter,weekday_winter,1620,58880,36.34567901234568,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2021-01-01 01:00:00,2021-01-01,1,2021,1,Friday,False,winter,weekday_winter,1620,58880,36.34567901234568,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2021-01-01 02:00:00,2021-01-01,2,2021,1,Friday,False,winter,weekday_winter,1620,58880,36.34567901234568,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2021-01-01 03:00:00,2021-01-01,3,2021,1,Friday,False,winter,weekday_winter,1620,58880,36.34567901234568,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2021-01-01 04:00:00,2021-01-01,4,2021,1,Friday,False,winter,weekday_winter,1620,58880,36.34567901234568,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2021-01-01 05:00:00,2021-01-01,5,2021,1,Friday,False,winter,weekday_winter,1620,58880,36.34567901234568,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2021-01-01 06:00:00,2021-01-01,6,2021,1,Friday,False,winter,weekday_winter,1620,58880,36.34567901234568,0.0077837818827156,12.60972664999939,7.63848462090498,7.63848462090498,0,0,0,False,True,hourly_estimate_base
2021-01-01 07:00:00,2021-01-01,7,2021,1,Friday,False,winter,weekday_winter,1620,58880,36.34567901234568,0.0168175698780237,27.24446320239851,16.503641906967328,8.865157286062349,0,0,0,False,True,hourly_estimate_base
2021-01-01 08:00:00,2021-01-01,8,2021,1,Friday,False,winter,weekday_winter,1620,58880,36.34567901234568,0.0317321873666931,51.40614353404297,31.139853202514917,14.63621129554759,0,0,0,False,True,hourly_estimate_base
2021-01-01 09:00:00,2021-01-01,9,2021,1,Friday,False,winter,weekday_winter,1620,58880,36.34567901234568,0.052655734511452,85.30228990855224,51.67282746723823,20.53297426472331,0,0,0,False,True,hourly_estimate_base
2021-01-01 10:00:00,2021-01-01,10,2021,1,Friday,False,winter,weekday_winter,1620,58880,36.34567901234568,0.0774690931868284,125.4999309626621,76.023003447341,24.35017598010277,0,0,0,False,True,hourly_estimate_base
2021-01-01 11:00:00,2021-01-01,11,2021,1,Friday,False,winter,weekday_winter,1620,58880,36.34567901234568,0.1019038769974925,165.08428073593797,100.00167129353936,23.978667846198377,0,0,0,False,True,hourly_estimate_base
2021-01-01 12:00:00,2021-01-01,12,2021,1,Friday,False,winter,weekday_winter,1620,58880,36.34567901234568,0.1207210890314865,195.5681642310082,118.4676287028988,18.46595740935942,0,0,0,False,True,hourly_estimate_base
2021-01-01 13:00:00,2021-01-01,13,2021,1,Friday,False,winter,weekday_winter,1620,58880,36.34567901234568,0.1293905760623905,209.6127332210726,126.97528530922588,8.507656606327075,0,0,0,False,True,hourly_estimate_base
2021-01-01 14:00:00,2021-01-01,14,2021,1,Friday,False,winter,weekday_winter,1620,58880,36.34567901234568,0.1256000383660615,203.47206215301964,123.25550431656168,-3.719780992664184,0,0,0,False,True,hourly_estimate_base
2021-01-01 15:00:00,2021-01-01,15,2021,1,Friday,False,winter,weekday_winter,1620,58880,36.34567901234568,0.1101580717069006,178.45607616517898,108.10178770170512,-15.153716614856563,0,0,0,False,True,hourly_estimate_base
2021-01-01 16:00:00,2021-01-01,16,2021,1,Friday,False,winter,weekday_winter,1620,58880,36.34567901234568,0.0868957417104307,140.77110157089774,85.27368786516932,-22.8280998365358,0,0,0,False,True,hourly_estimate_base
2021-01-01 17:00:00,2021-01-01,17,2021,1,Friday,False,winter,weekday_winter,1620,58880,36.34567901234568,0.0613251795145309,99.3467908135402,60.180442830259736,-25.093245034909582,0,0,0,False,True,hourly_estimate_base
2021-01-01 18:00:00,2021-01-01,18,2021,1,Friday,False,winter,weekday_winter,1620,58880,36.34567901234568,0.0385318737750139,62.421635515522574,37.81261213121368,-22.36783069904606,0,0,0,False,True,hourly_estimate_base
2021-01-01 19:00:00,2021-01-01,19,2021,1,Friday,False,winter,weekday_winter,1620,58880,36.34567901234568,0.0214709433610318,34.78292824487163,21.070152418292604,-16.74245971292107,0,0,0,False,True,hourly_estimate_base
2021-01-01 20:00:00,2021-01-01,20,2021,1,Friday,False,winter,weekday_winter,1620,58880,36.34567901234568,0.0105805936188728,17.14056166257405,10.38308920465391,-10.687063213638694,0,0,0,False,True,hourly_estimate_base
2021-01-01 21:00:00,2021-01-01,21,2021,1,Friday,False,winter,weekday_winter,1620,58880,36.34567901234568,0.0046023378274005,7.455787280388836,4.51642752128904,-5.86666168336487,0,0,0,False,True,hourly_estimate_base
