datetime,date,hour,year,month,day_of_week,is_weekend,season,profile_type,daily_parking_count,daily_usage_minutes,avg_stay_minutes,hourly_share,estimated_entries,estimated_active_cars,estimated_active_cars_change,event_count_nearby,evening_event_count,free_event_count,event_flag_nearby,is_estimated_data,external_enrichment_level
2022-01-01 00:00:00,2022-01-01,0,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2022-01-01 01:00:00,2022-01-01,1,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2022-01-01 02:00:00,2022-01-01,2,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2022-01-01 03:00:00,2022-01-01,3,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2022-01-01 04:00:00,2022-01-01,4,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2022-01-01 05:00:00,2022-01-01,5,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2022-01-01 06:00:00,2022-01-01,6,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.0040600547164152,4.738083854056586,3.5947047783354473,3.5947047783354473,0,0,0,False,True,hourly_estimate_base
2022-01-01 07:00:00,2022-01-01,7,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.0091399713087623,10.666346517325692,8.092378263923061,4.4976734855876135,0,0,0,False,True,hourly_estimate_base
2022-01-01 08:00:00,2022-01-01,8,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.0182530293401684,21.301285239976593,16.160927960629486,8.068549696706425,0,0,0,False,True,hourly_estimate_base
2022-01-01 09:00:00,2022-01-01,9,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.0324832523698679,37.90795551563589,28.760130260741573,12.599202300112086,0,0,0,False,True,hourly_estimate_base
2022-01-01 10:00:00,2022-01-01,10,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.0517812058773696,60.42866725889037,45.84621666372512,17.086086402983543,0,0,0,False,True,hourly_estimate_base
2022-01-01 11:00:00,2022-01-01,11,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.0743483411062712,86.76451407101854,65.82678207647412,19.980565412749,0,0,0,False,True,hourly_estimate_base
2022-01-01 12:00:00,2022-01-01,12,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.0966589052412928,112.80094241658875,85.58018371888666,19.75340164241254,0,0,0,False,True,hourly_estimate_base
2022-01-01 13:00:00,2022-01-01,13,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.1142697149451651,133.35275734100773,101.17250111720014,15.592317398313485,0,0,0,False,True,hourly_estimate_base
