datetime,date,hour,year,month,day_of_week,is_weekend,season,profile_type,daily_parking_count,daily_usage_minutes,avg_stay_minutes,hourly_share,estimated_entries,estimated_active_cars,estimated_active_cars_change,event_count_nearby,evening_event_count,free_event_count,event_flag_nearby,is_estimated_data,external_enrichment_level
2023-01-01 00:00:00,2023-01-01,0,2023,1,Sunday,True,winter,weekend_winter,1216,49877,41.0172697368421,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2023-01-01 01:00:00,2023-01-01,1,2023,1,Sunday,True,winter,weekend_winter,1216,49877,41.0172697368421,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2023-01-01 02:00:00,2023-01-01,2,2023,1,Sunday,True,winter,weekend_winter,1216,49877,41.0172697368421,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2023-01-01 03:00:00,2023-01-01,3,2023,1,Sunday,True,winter,weekend_winter,1216,49877,41.0172697368421,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2023-01-01 04:00:00,2023-01-01,4,2023,1,Sunday,True,winter,weekend_winter,1216,49877,41.0172697368421,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2023-01-01 05:00:00,2023-01-01,5,2023,1,Sunday,True,winter,weekend_winter,1216,49877,41.0172697368421,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2023-01-01 06:00:00,2023-01-01,6,2023,1,Sunday,True,winter,weekend_winter,1216,49877,41.0172697368421,0.0040600547164152,4.937026535160933,3.3750558181773824,3.3750558181773824,0,0,0,False,True,hourly_estimate_base
2023-01-01 07:00:00,2023-01-01,7,2023,1,Sunday,True,winter,weekend_winter,1216,49877,41.0172697368421,0.0091399713087623,11.114205111455048,7.597905816119016,4.222849997941633,0,0,0,False,True,hourly_estimate_base
2023-01-01 08:00:00,2023-01-01,8,2023,1,Sunday,True,winter,weekend_winter,1216,49877,41.0172697368421,0.0182530293401684,22.195683677644848,15.17343907332637,7.575533257207355,0,0,0,False,True,hourly_estimate_base
2023-01-01 09:00:00,2023-01-01,9,2023,1,Sunday,True,winter,weekend_winter,1216,49877,41.0172697368421,0.0324832523698679,39.49963488175941,27.00278630753172,11.829347234205349,0,0,0,False,True,hourly_estimate_base
2023-01-01 10:00:00,2023-01-01,10,2023,1,Sunday,True,winter,weekend_winter,1216,49877,41.0172697368421,0.0517812058773696,62.96594634688147,43.04485342575941,16.042067118227695,0,0,0,False,True,hourly_estimate_base
2023-01-01 11:00:00,2023-01-01,11,2023,1,Sunday,True,winter,weekend_winter,1216,49877,41.0172697368421,0.0743483411062712,90.40758278522584,61.80453682262484,18.759683396865427,0,0,0,False,True,hourly_estimate_base
2023-01-01 12:00:00,2023-01-01,12,2023,1,Sunday,True,winter,weekend_winter,1216,49877,41.0172697368421,0.0966589052412928,117.53722877341212,80.35093694533272,18.54640012270788,0,0,0,False,True,hourly_estimate_base
2023-01-01 13:00:00,2023-01-01,13,2023,1,Sunday,True,winter,weekend_winter,1216,49877,41.0172697368421,0.1142697149451651,138.95197337332084,94.9905095386667,14.63957259333398,0,0,0,False,True,hourly_estimate_base
2023-01-01 14:00:00,2023-01-01,14,2023,1,Sunday,True,winter,weekend_winter,1216,49877,41.0172697368421,0.1231562737689881,149.7580289030896,102.37775777959703,7.387248240930333,0,0,0,False,True,hourly_estimate_base
2023-01-01 15:00:00,2023-01-01,15,2023,1,Sunday,True,winter,weekend_winter,1216,49877,41.0172697368421,0.1210776532536652,147.23042635645697,100.64983518888435,-1.72792259071268,0,0,0,False,True,hourly_estimate_base
2023-01-01 16:00:00,2023-01-01,16,2023,1,Sunday,True,winter,weekend_winter,1216,49877,41.0172697368421,0.1084423608608333,131.86591080677334,90.14632721092974,-10.503507977954612,0,0,0,False,True,hourly_estimate_base
2023-01-01 17:00:00,2023-01-01,17,2023,1,Sunday,True,winter,weekend_winter,1216,49877,41.0172697368421,0.0882574670529882,107.32107993643368,73.3669614033649,-16.779365807564844,0,0,0,False,True,hourly_estimate_base
2023-01-01 18:00:00,2023-01-01,18,2023,1,Sunday,True,winter,weekend_winter,1216,49877,41.0172697368421,0.0650675464059419,79.12213642962546,54.0895668681528,-19.277394535212096,0,0,0,False,True,hourly_estimate_base
2023-01-01 19:00:00,2023-01-01,19,2023,1,Sunday,True,winter,weekend_winter,1216,49877,41.0172697368421,0.0433208748387664,52.678183803939966,36.011921238885876,-18.077645629266925,0,0,0,False,True,hourly_estimate_base
2023-01-01 20:00:00,2023-01-01,20,2023,1,Sunday,True,winter,weekend_winter,1216,49877,41.0172697368421,0.0259770441609877,31.58808569976116,21.594283860293135,-14.41763737859274,0,0,0,False,True,hourly_estimate_base
2023-01-01 21:00:00,2023-01-01,21,2023,1,Sunday,True,winter,weekend_winter,1216,49877,41.0172697368421,0.0140000119646657,17.02401454903357,11.637976612693905,-9.95630724759923,0,0,0,False,True,hourly_estimate_base
2023-01-01 22:00:00,2023-01-01,22,2023,1,Sunday,True,winter,weekend_winter,1216,49877,41.0172697368421,0.0067708580195982,8.233363351831429,5.628501424058335,-6.0094751886355695,0,0,0,False,True,hourly_estimate_base
2023-01-01 23:00:00,2023-01-01,23,2023,1,Sunday,True,winter,weekend_winter,1216,49877,41.0172697368421,0.002935434768252,3.569488678194444,2.4401779989350914,-3.1883234251232437,0,0,0,False,True,hourly_estimate_base
2023-01-02 00:00:00,2023-01-02,0,2023,1,Monday,False,winter,weekday_winter,1058,47352,44.75614366729678,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2023-01-02 01:00:00,2023-01-02,1,2023,1,Monday,False,winter,weekday_winter,1058,47352,44.75614366729678,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2023-01-02 02:00:00,2023-01-02,2,2023,1,Monday,False,winter,weekday_winter,1058,47352,44.75614366729678,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2023-01-02 03:00:00,2023-01-02,3,2023,1,Monday,False,winter,weekday_winter,1058,47352,44.75614366729678,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2023-01-02 04:00:00,2023-01-02,4,2023,1,Monday,False,winter,weekday_winter,1058,47352,44.75614366729678,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2023-01-02 05:00:00,2023-01-02,5,2023,1,Monday,False,winter,weekday_winter,1058,47352,44.75614366729678,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2023-01-02 06:00:00,2023-01-02,6,2023,1,Monday,False,winter,weekday_winter,1058,47352,44.75614366729678,0.0077837818827156,8.235241231913182,6.14296066183921,6.14296066183921,0,0,0,False,True,hourly_estimate_base
2023-01-02 07:00:00,2023-01-02,7,2023,1,Monday,False,winter,weekday_winter,1058,47352,44.75614366729678,0.0168175698780237,17.79298893094915,13.27242614773636,7.12946548589715,0,0,0,False,True,hourly_estimate_base
2023-01-02 08:00:00,2023-01-02,8,2023,1,Monday,False,winter,weekday_winter,1058,47352,44.75614366729678,0.0317321873666931,33.572654233961394,25.043042269794263,11.770616122057904,0,0,0,False,True,hourly_estimate_base
2023-01-02 09:00:00,2023-01-02,9,2023,1,Monday,False,winter,weekday_winter,1058,47352,44.75614366729678,0.052655734511452,55.709767113116214,41.55590567643792,16.512863406643653,0,0,0,False,True,hourly_estimate_base
2023-01-02 10:00:00,2023-01-02,10,2023,1,Monday,False,winter,weekday_winter,1058,47352,44.75614366729678,0.0774690931868284,81.96230059166452,61.13860834304502,19.582702666607105,0,0,0,False,True,hourly_estimate_base
2023-01-02 11:00:00,2023-01-02,11,2023,1,Monday,False,winter,weekday_winter,1058,47352,44.75614366729678,0.1019038769974925,107.81430186334715,80.42253972642115,19.283931383376128,0,0,0,False,True,hourly_estimate_base
2023-01-02 12:00:00,2023-01-02,12,2023,1,Monday,False,winter,weekday_winter,1058,47352,44.75614366729678,0.1207210890314865,127.72291219531276,95.2730834636492,14.850543737228035,0,0,0,False,True,hourly_estimate_base
2023-01-02 13:00:00,2023-01-02,13,2023,1,Monday,False,winter,weekday_winter,1058,47352,44.75614366729678,0.1293905760623905,136.89522947400914,102.11504262843856,6.841959164789387,0,0,0,False,True,hourly_estimate_base
2023-01-02 14:00:00,2023-01-02,14,2023,1,Monday,False,winter,weekday_winter,1058,47352,44.75614366729678,0.1256000383660615,132.88484059129308,99.12355027849574,-2.991492349942831,0,0,0,False,True,hourly_estimate_base
2023-01-02 15:00:00,2023-01-02,15,2023,1,Monday,False,winter,weekday_winter,1058,47352,44.75614366729678,0.1101580717069006,116.54723986590083,86.93675019108595,-12.186800087409791,0,0,0,False,True,hourly_estimate_base
2023-01-02 16:00:00,2023-01-02,16,2023,1,Monday,False,winter,weekday_winter,1058,47352,44.75614366729678,0.0868957417104307,91.9356947296357,68.57811935787193,-18.358630833214026,0,0,0,False,True,hourly_estimate_base
2023-01-02 17:00:00,2023-01-02,17,2023,1,Monday,False,winter,weekday_winter,1058,47352,44.75614366729678,0.0613251795145309,64.88203992637378,48.39783167286785,-20.180287685004075,0,0,0,False,True,hourly_estimate_base
2023-01-02 18:00:00,2023-01-02,18,2023,1,Monday,False,winter,weekday_winter,1058,47352,44.75614366729678,0.0385318737750139,40.766722453964746,30.409354783241,-17.988476889626853,0,0,0,False,True,hourly_estimate_base
2023-01-02 19:00:00,2023-01-02,19,2023,1,Monday,False,winter,weekday_winter,1058,47352,44.75614366729678,0.0214709433610318,22.716258075971716,16.94486850052635,-13.464486282714647,0,0,0,False,True,hourly_estimate_base
2023-01-02 20:00:00,2023-01-02,20,2023,1,Monday,False,winter,weekday_winter,1058,47352,44.75614366729678,0.0105805936188728,11.194268048767498,8.35020448401447,-8.594664016511881,0,0,0,False,True,hourly_estimate_base
2023-01-02 21:00:00,2023-01-02,21,2023,1,Monday,False,winter,weekday_winter,1058,47352,44.75614366729678,0.0046023378274005,4.869273421389746,3.6321650133844874,-4.718039470629982,0,0,0,False,True,hourly_estimate_base
2023-01-02 22:00:00,2023-01-02,22,2023,1,Monday,False,winter,weekday_winter,1058,47352,44.75614366729678,0.0017649821906013,1.8673511576561788,1.3929239448225486,-2.239241068561939,0,0,0,False,True,hourly_estimate_base
2023-01-02 23:00:00,2023-01-02,23,2023,1,Monday,False,winter,weekday_winter,1058,47352,44.75614366729678,0.000596329012073,0.6309160947732698,0.4706228563280383,-0.9223010884945102,0,0,0,False,True,hourly_estimate_base
2023-01-03 00:00:00,2023-01-03,0,2023,1,Tuesday,False,winter,weekday_winter,1216,56935,46.82154605263158,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2023-01-03 01:00:00,2023-01-03,1,2023,1,Tuesday,False,winter,weekday_winter,1216,56935,46.82154605263158,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2023-01-03 02:00:00,2023-01-03,2,2023,1,Tuesday,False,winter,weekday_winter,1216,56935,46.82154605263158,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2023-01-03 03:00:00,2023-01-03,3,2023,1,Tuesday,False,winter,weekday_winter,1216,56935,46.82154605263158,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2023-01-03 04:00:00,2023-01-03,4,2023,1,Tuesday,False,winter,weekday_winter,1216,56935,46.82154605263158,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2023-01-03 05:00:00,2023-01-03,5,2023,1,Tuesday,False,winter,weekday_winter,1216,56935,46.82154605263158,0.0,0.0,0.0,0.0,0,0,0,False,True,hourly_estimate_base
2023-01-03 06:00:00,2023-01-03,6,2023,1,Tuesday,False,winter,weekday_winter,1216,56935,46.82154605263158,0.0077837818827156,9.46507876938226,7.386160358206949,7.386160358206949,0,0,0,False,True,hourly_estimate_base
2023-01-03 07:00:00,2023-01-03,7,2023,1,Tuesday,False,winter,weekday_winter,1216,56935,46.82154605263158,0.0168175698780237,20.45016497167691,15.95847235008806,8.572311991881111,0,0,0,False,True,hourly_estimate_base
2023-01-03 08:00:00,2023-01-03,8,2023,1,Tuesday,False,winter,weekday_winter,1216,56935,46.82154605263158,0.0317321873666931,38.58633983789892,30.111201462044615,14.152729111956557,0,0,0,False,True,hourly_estimate_base
2023-01-03 09:00:00,2023-01-03,9,2023,1,Tuesday,False,winter,weekday_winter,1216,56935,46.82154605263158,0.052655734511452,64.02937316592563,49.965904073492,19.854702611447383,0,0,0,False,True,hourly_estimate_base
