date,year,month,day,day_of_week,is_weekend,is_holiday,holiday_name,is_substitute_holiday,is_holiday_or_weekend,is_long_weekend,daily_parking_count,daily_usage_minutes,avg_stay_minutes,lag_1d_parking,lag_7d_parking,rolling_mean_3d_parking,rolling_mean_7d_parking
2021-05-30,2021,5,30,Sunday,True,False,,False,True,False,3403,330296,97.06,2130,3007,2527.67,2269.0
2021-05-31,2021,5,31,Monday,False,False,,False,False,False,1772,79092,44.63,3403,2086,2435.0,2224.14
2021-06-01,2021,6,1,Tuesday,False,False,,False,False,False,1839,76445,41.57,1772,2221,2338.0,2169.57
2021-06-02,2021,6,2,Wednesday,False,False,,False,False,False,1977,113879,57.6,1839,2081,1862.67,2154.71
2021-06-03,2021,6,3,Thursday,False,False,,False,False,False,1093,54619,49.97,1977,1912,1636.33,2037.71
2021-06-04,2021,6,4,Friday,False,False,,False,False,False,1913,115770,60.52,1093,2050,1661.0,2018.14
2021-06-05,2021,6,5,Saturday,True,False,,False,True,False,3126,292631,93.61,1913,2130,2044.0,2160.43
2021-06-06,2021,6,6,Sunday,True,False,,False,True,False,3171,298602,94.17,3126,3403,2736.67,2127.29
2021-06-07,2021,6,7,Monday,False,False,,False,False,False,1874,108533,57.92,3171,1772,2723.67,2141.86
2021-06-08,2021,6,8,Tuesday,False,False,,False,False,False,1593,91408,57.38,1874,1839,2212.67,2106.71
2021-06-09,2021,6,9,Wednesday,False,False,,False,False,False,1868,93320,49.96,1593,1977,1778.33,2091.14
2021-06-10,2021,6,10,Thursday,False,False,,False,False,False,1692,72266,42.71,1868,1093,1717.67,2176.71
2021-06-11,2021,6,11,Friday,False,False,,False,False,False,1544,85324,55.26,1692,1913,1701.33,2124.0
2021-06-12,2021,6,12,Saturday,True,False,,False,True,False,2661,226840,85.25,1544,3126,1965.67,2057.57
2021-06-13,2021,6,13,Sunday,True,False,,False,True,False,2659,253965,95.51,2661,3171,2288.0,1984.43
2021-06-14,2021,6,14,Monday,False,False,,False,False,False,1885,92216,48.92,2659,1874,2401.67,1986.0
2021-06-15,2021,6,15,Tuesday,False,False,,False,False,False,1810,79589,43.97,1885,1593,2118.0,2017.0
2021-06-16,2021,6,16,Wednesday,False,False,,False,False,False,2280,110351,48.4,1810,1868,1991.67,2075.86
2021-06-17,2021,6,17,Thursday,False,False,,False,False,False,1710,77836,45.52,2280,1692,1933.33,2078.43
2021-06-18,2021,6,18,Friday,False,False,,False,False,False,1842,70670,38.37,1710,1544,1944.0,2121.0
2021-06-19,2021,6,19,Saturday,True,False,,False,True,False,2767,236486,85.47,1842,2661,2106.33,2136.14
2021-06-20,2021,6,20,Sunday,True,False,,False,True,False,2834,273032,96.34,2767,2659,2481.0,2161.14
2021-06-21,2021,6,21,Monday,False,False,,False,False,False,2011,103196,51.32,2834,1885,2537.33,2179.14
2021-06-22,2021,6,22,Tuesday,False,False,,False,False,False,2040,85741,42.03,2011,1810,2295.0,2212.0
2021-06-23,2021,6,23,Wednesday,False,False,,False,False,False,1697,87228,51.4,2040,2280,1916.0,2128.71
2021-06-24,2021,6,24,Thursday,False,False,,False,False,False,2066,104366,50.52,1697,1710,1934.33,2179.57
2021-06-25,2021,6,25,Friday,False,False,,False,False,False,2207,95463,43.25,2066,1842,1990.0,2231.71
2021-06-26,2021,6,26,Saturday,True,False,,False,True,False,2355,166287,70.61,2207,2767,2209.33,2172.86
2021-06-27,2021,6,27,Sunday,True,False,,False,True,False,2569,231680,90.18,2355,2834,2377.0,2135.0
2021-06-28,2021,6,28,Monday,False,False,,False,False,False,1881,72866,38.74,2569,2011,2268.33,2116.43
2021-06-29,2021,6,29,Tuesday,False,False,,False,False,False,1937,70047,36.16,1881,2040,2129.0,2101.71
2021-06-30,2021,6,30,Wednesday,False,False,,False,False,False,1841,81307,44.16,1937,1697,1886.33,2122.29
2021-07-01,2021,7,1,Thursday,False,False,,False,False,False,1999,97635,48.84,1841,2066,1925.67,2112.71
2021-07-02,2021,7,2,Friday,False,False,,False,False,False,2238,117102,52.32,1999,2207,2026.0,2117.14
2021-07-03,2021,7,3,Saturday,True,False,,False,True,False,1731,123647,71.43,2238,2355,1989.33,2028.0
2021-07-04,2021,7,4,Sunday,True,False,,False,True,False,1247,75120,60.24,1731,2569,1738.67,1839.14
2021-07-05,2021,7,5,Monday,False,False,,False,False,False,1758,94375,53.68,1247,1881,1578.67,1821.57
2021-07-06,2021,7,6,Tuesday,False,False,,False,False,False,1785,92943,52.07,1758,1937,1596.67,1799.86
2021-07-07,2021,7,7,Wednesday,False,False,,False,False,False,1626,74226,45.65,1785,1841,1723.0,1769.14
2021-07-08,2021,7,8,Thursday,False,False,,False,False,False,1771,86332,48.75,1626,1999,1727.33,1736.57
2021-07-09,2021,7,9,Friday,False,False,,False,False,False,1958,98177,50.14,1771,2238,1785.0,1696.57
2021-07-10,2021,7,10,Saturday,True,False,,False,True,False,2084,150965,72.44,1958,1731,1937.67,1747.0
2021-07-11,2021,7,11,Sunday,True,False,,False,True,False,1758,139805,79.53,2084,1247,1933.33,1820.0
2021-07-12,2021,7,12,Monday,False,False,,False,False,False,1721,63106,36.67,1758,1758,1854.33,1814.71
2021-07-13,2021,7,13,Tuesday,False,False,,False,False,False,1635,63537,38.86,1721,1785,1704.67,1793.29
2021-07-14,2021,7,14,Wednesday,False,False,,False,False,False,1800,79378,44.1,1635,1626,1718.67,1818.14
2021-07-15,2021,7,15,Thursday,False,False,,False,False,False,1751,68694,39.23,1800,1771,1728.67,1815.29
2021-07-16,2021,7,16,Friday,False,False,,False,False,False,1454,58838,40.47,1751,1958,1668.33,1743.29
2021-07-17,2021,7,17,Saturday,True,False,,False,True,False,2063,127945,62.02,1454,2084,1756.0,1740.29
2021-07-18,2021,7,18,Sunday,True,False,,False,True,False,1909,130603,68.41,2063,1758,1808.67,1761.86
2021-07-19,2021,7,19,Monday,False,False,,False,False,False,1671,60381,36.13,1909,1721,1881.0,1754.71
2021-07-20,2021,7,20,Tuesday,False,False,,False,False,False,1584,68428,43.2,1671,1635,1721.33,1747.43
2021-07-21,2021,7,21,Wednesday,False,False,,False,False,False,1601,63832,39.87,1584,1800,1618.67,1719.0
2021-07-22,2021,7,22,Thursday,False,False,,False,False,False,1562,64693,41.42,1601,1751,1582.33,1692.0
2021-07-23,2021,7,23,Friday,False,False,,False,False,False,1745,72639,41.63,1562,1454,1636.0,1733.57
2021-07-24,2021,7,24,Saturday,True,False,,False,True,False,1745,101610,58.23,1745,2063,1684.0,1688.14
2021-07-25,2021,7,25,Sunday,True,False,,False,True,False,1568,89615,57.15,1745,1909,1686.0,1639.43
2021-07-26,2021,7,26,Monday,False,False,,False,False,False,1592,52399,32.91,1568,1671,1635.0,1628.14
2021-07-27,2021,7,27,Tuesday,False,False,,False,False,False,1469,59775,40.69,1592,1584,1543.0,1611.71
2021-07-28,2021,7,28,Wednesday,False,False,,False,False,False,1928,61146,31.71,1469,1601,1663.0,1658.43
2021-07-29,2021,7,29,Thursday,False,False,,False,False,False,1454,60637,41.7,1928,1562,1617.0,1643.0
2021-07-30,2021,7,30,Friday,False,False,,False,False,False,1777,68136,38.34,1454,1745,1719.67,1647.57
2021-07-31,2021,7,31,Saturday,True,False,,False,True,False,1674,100135,59.82,1777,1745,1635.0,1637.43
2021-08-01,2021,8,1,Sunday,True,False,,False,True,False,1271,80110,63.03,1674,1568,1574.0,1595.0
2021-08-02,2021,8,2,Monday,False,False,,False,False,False,1156,75902,65.66,1271,1592,1367.0,1532.71
2021-08-03,2021,8,3,Tuesday,False,False,,False,False,False,1398,83944,60.05,1156,1469,1275.0,1522.57
2021-08-04,2021,8,4,Wednesday,False,False,,False,False,False,1396,82613,59.18,1398,1928,1316.67,1446.57
2021-08-05,2021,8,5,Thursday,False,False,,False,False,False,1821,82789,45.46,1396,1454,1538.33,1499.0
2021-08-06,2021,8,6,Friday,False,False,,False,False,False,1555,24280,15.61,1821,1777,1590.67,1467.29
2021-08-07,2021,8,7,Saturday,True,False,,False,True,False,629,7495,11.92,1555,1674,1335.0,1318.0
2021-08-08,2021,8,8,Sunday,True,False,,False,True,False,750,18835,25.11,629,1271,978.0,1243.57
2021-08-09,2021,8,9,Monday,False,False,,False,False,False,1156,28193,24.39,750,1156,845.0,1243.57
2021-08-10,2021,8,10,Tuesday,False,False,,False,False,False,942,23777,25.24,1156,1398,949.33,1178.43
2021-08-11,2021,8,11,Wednesday,False,False,,False,False,False,1637,38783,23.69,942,1396,1245.0,1212.86
2021-08-12,2021,8,12,Thursday,False,False,,False,False,False,1704,34876,20.47,1637,1821,1427.67,1196.14
2021-08-13,2021,8,13,Friday,False,False,,False,False,False,1976,85406,43.22,1704,1555,1772.33,1256.29
2021-08-14,2021,8,14,Saturday,True,False,,False,True,False,2595,167695,64.62,1976,629,2091.67,1537.14
2021-08-15,2021,8,15,Sunday,True,False,,False,True,False,3069,204627,66.68,2595,750,2546.67,1868.43
2021-08-16,2021,8,16,Monday,False,False,,False,False,False,2125,165765,78.01,3069,1156,2596.33,2006.86
2021-08-17,2021,8,17,Tuesday,False,False,,False,False,False,2011,80684,40.12,2125,942,2401.67,2159.57
2021-08-18,2021,8,18,Wednesday,False,False,,False,False,False,2224,93809,42.18,2011,1637,2120.0,2243.43
2021-08-19,2021,8,19,Thursday,False,False,,False,False,False,2169,101584,46.83,2224,1704,2134.67,2309.86
2021-08-20,2021,8,20,Friday,False,False,,False,False,False,2162,84022,38.86,2169,1976,2185.0,2336.43
2021-08-21,2021,8,21,Saturday,True,False,,False,True,False,1577,84125,53.34,2162,2595,1969.33,2191.0
2021-08-22,2021,8,22,Sunday,True,False,,False,True,False,2009,98239,48.9,1577,3069,1916.0,2039.57
2021-08-23,2021,8,23,Monday,False,False,,False,False,False,1041,19626,18.85,2009,2125,1542.33,1884.71
2021-08-24,2021,8,24,Tuesday,False,False,,False,False,False,1471,26823,18.23,1041,2011,1507.0,1807.57
2021-08-25,2021,8,25,Wednesday,False,False,,False,False,False,1840,37357,20.3,1471,2224,1450.67,1752.71
2021-08-26,2021,8,26,Thursday,False,False,,False,False,False,853,20902,24.5,1840,2169,1388.0,1564.71
2021-08-27,2021,8,27,Friday,False,False,,False,False,False,2067,26862,13.0,853,2162,1586.67,1551.14
2021-08-28,2021,8,28,Saturday,True,False,,False,True,False,990,17570,17.75,2067,1577,1303.33,1467.29
2021-08-29,2021,8,29,Sunday,True,False,,False,True,False,595,4314,7.25,990,2009,1217.33,1265.29
2021-08-30,2021,8,30,Monday,False,False,,False,False,False,2295,53702,23.4,595,1041,1293.33,1444.43
2021-08-31,2021,8,31,Tuesday,False,False,,False,False,False,2045,24556,12.01,2295,1471,1645.0,1526.43
2021-09-01,2021,9,1,Wednesday,False,False,,False,False,False,1737,27180,15.65,2045,1840,2025.67,1511.71
2021-09-02,2021,9,2,Thursday,False,False,,False,False,False,1534,35911,23.41,1737,853,1772.0,1609.0
2021-09-03,2021,9,3,Friday,False,False,,False,False,False,1760,80591,45.79,1534,2067,1677.0,1565.14
2021-09-04,2021,9,4,Saturday,True,False,,False,True,False,3307,276523,83.62,1760,990,2200.33,1896.14
2021-09-05,2021,9,5,Sunday,True,False,,False,True,False,3352,317252,94.65,3307,595,2806.33,2290.0
2021-09-06,2021,9,6,Monday,False,False,,False,False,False,1531,85036,55.54,3352,2295,2730.0,2180.86
2021-09-07,2021,9,7,Tuesday,False,False,,False,False,False,1286,58003,45.1,1531,2045,2056.33,2072.43
2021-09-08,2021,9,8,Wednesday,False,False,,False,False,False,2066,115146,55.73,1286,1737,1627.67,2119.43
2021-09-09,2021,9,9,Thursday,False,False,,False,False,False,1976,113319,57.35,2066,1534,1776.0,2182.57
2021-09-10,2021,9,10,Friday,False,False,,False,False,False,2114,107137,50.68,1976,1760,2052.0,2233.14
2021-09-11,2021,9,11,Saturday,True,False,,False,True,False,3146,250500,79.62,2114,3307,2412.0,2210.14
2021-09-12,2021,9,12,Sunday,True,False,,False,True,False,3248,310323,95.54,3146,3352,2836.0,2195.29
2021-09-13,2021,9,13,Monday,False,False,,False,False,False,1930,87192,45.18,3248,1531,2774.67,2252.29
2021-09-14,2021,9,14,Tuesday,False,False,,False,False,False,2128,96441,45.32,1930,1286,2435.33,2372.57
2021-09-15,2021,9,15,Wednesday,False,False,,False,False,False,2296,110778,48.25,2128,2066,2118.0,2405.43
2021-09-16,2021,9,16,Thursday,False,False,,False,False,False,2167,95628,44.13,2296,1976,2197.0,2432.71
2021-09-17,2021,9,17,Friday,False,False,,False,False,False,2191,98382,44.9,2167,2114,2218.0,2443.71
2021-09-18,2021,9,18,Saturday,True,False,,False,True,False,2979,231079,77.57,2191,3146,2445.67,2419.86
2021-09-19,2021,9,19,Sunday,True,False,,False,True,False,2834,239931,84.66,2979,3248,2668.0,2360.71
2021-09-20,2021,9,20,Monday,False,False,,False,False,False,2960,270626,91.43,2834,1930,2924.33,2507.86
2021-09-21,2021,9,21,Tuesday,False,False,,False,False,False,2427,169943,70.02,2960,2128,2740.33,2550.57
2021-09-22,2021,9,22,Wednesday,False,False,,False,False,False,3269,289292,88.5,2427,2296,2885.33,2689.57
2021-09-23,2021,9,23,Thursday,False,False,,False,False,False,1801,114370,63.5,3269,2167,2499.0,2637.29
2021-09-24,2021,9,24,Friday,False,False,,False,False,False,2003,118358,59.09,1801,2191,2357.67,2610.43
2021-09-25,2021,9,25,Saturday,True,False,,False,True,False,2943,255440,86.8,2003,2979,2249.0,2605.29
2021-09-26,2021,9,26,Sunday,True,False,,False,True,False,3725,376880,101.18,2943,2834,2890.33,2732.57
2021-09-27,2021,9,27,Monday,False,False,,False,False,False,1698,79732,46.96,3725,2960,2788.67,2552.29
2021-09-28,2021,9,28,Tuesday,False,False,,False,False,False,1473,88025,59.76,1698,2427,2298.67,2416.0
2021-09-29,2021,9,29,Wednesday,False,False,,False,False,False,1389,75092,54.06,1473,3269,1520.0,2147.43
2021-09-30,2021,9,30,Thursday,False,False,,False,False,False,2058,121521,59.05,1389,1801,1640.0,2184.14
2021-10-01,2021,10,1,Friday,False,False,,False,False,False,1988,127121,63.94,2058,2003,1811.67,2182.0
2021-10-02,2021,10,2,Saturday,True,False,,False,True,False,2840,224045,78.89,1988,2943,2295.33,2167.29
2021-10-03,2021,10,3,Sunday,True,False,,False,True,False,3765,361153,95.92,2840,3725,2864.33,2173.0
2021-10-04,2021,10,4,Monday,False,False,,False,False,False,1668,125578,75.29,3765,1698,2757.67,2168.71
2021-10-05,2021,10,5,Tuesday,False,False,,False,False,False,1656,82572,49.86,1668,1473,2363.0,2194.86
2021-10-06,2021,10,6,Wednesday,False,False,,False,False,False,1749,73297,41.91,1656,1389,1691.0,2246.29
2021-10-07,2021,10,7,Thursday,False,False,,False,False,False,1771,82669,46.68,1749,2058,1725.33,2205.29
2021-10-08,2021,10,8,Friday,False,False,,False,False,False,1824,71547,39.23,1771,1988,1781.33,2181.86
2021-10-09,2021,10,9,Saturday,True,False,,False,True,False,2749,204503,74.39,1824,2840,2114.67,2168.86
2021-10-10,2021,10,10,Sunday,True,False,,False,True,False,1589,88477,55.68,2749,3765,2054.0,1858.0
2021-10-11,2021,10,11,Monday,False,False,,False,False,False,2705,250639,92.66,1589,1668,2347.67,2006.14
2021-10-12,2021,10,12,Tuesday,False,False,,False,False,False,2036,101556,49.88,2705,1656,2110.0,2060.43
2021-10-13,2021,10,13,Wednesday,False,False,,False,False,False,2047,114420,55.9,2036,1749,2262.67,2103.0
2021-10-14,2021,10,14,Thursday,False,False,,False,False,False,1974,116343,58.94,2047,1771,2019.0,2132.0
2021-10-15,2021,10,15,Friday,False,False,,False,False,False,1951,102941,52.76,1974,1824,1990.67,2150.14
2021-10-16,2021,10,16,Saturday,True,False,,False,True,False,2014,121600,60.38,1951,2749,1979.67,2045.14
2021-10-17,2021,10,17,Sunday,True,False,,False,True,False,1928,145374,75.4,2014,1589,1964.33,2093.57
2021-10-18,2021,10,18,Monday,False,False,,False,False,False,1567,77669,49.57,1928,2705,1836.33,1931.0
2021-10-19,2021,10,19,Tuesday,False,False,,False,False,False,1607,90710,56.45,1567,2036,1700.67,1869.71
2021-10-20,2021,10,20,Wednesday,False,False,,False,False,False,1891,96010,50.77,1607,2047,1688.33,1847.43
2021-10-21,2021,10,21,Thursday,False,False,,False,False,False,1774,98311,55.42,1891,1974,1757.33,1818.86
2021-10-22,2021,10,22,Friday,False,False,,False,False,False,1519,50862,33.48,1774,1951,1728.0,1757.14
2021-10-23,2021,10,23,Saturday,True,False,,False,True,False,2493,175860,70.54,1519,2014,1928.67,1825.57
2021-10-24,2021,10,24,Sunday,True,False,,False,True,False,2676,221903,82.92,2493,1928,2229.33,1932.43
2021-10-25,2021,10,25,Monday,False,False,,False,False,False,1935,105263,54.4,2676,1567,2368.0,1985.0
2021-10-26,2021,10,26,Tuesday,False,False,,False,False,False,1737,92264,53.12,1935,1607,2116.0,2003.57
2021-10-27,2021,10,27,Wednesday,False,False,,False,False,False,1936,109716,56.67,1737,1891,1869.33,2010.0
2021-10-28,2021,10,28,Thursday,False,False,,False,False,False,1957,104529,53.41,1936,1774,1876.67,2036.14
2021-10-29,2021,10,29,Friday,False,False,,False,False,False,1975,112443,56.93,1957,1519,1956.0,2101.29
2021-10-30,2021,10,30,Saturday,True,False,,False,True,False,2447,181381,74.12,1975,2493,2126.33,2094.71
2021-10-31,2021,10,31,Sunday,True,False,,False,True,False,2489,209819,84.3,2447,2676,2303.67,2068.0
2021-11-01,2021,11,1,Monday,False,False,,False,False,False,1746,88509,50.69,2489,1935,2227.33,2041.0
2021-11-02,2021,11,2,Tuesday,False,False,,False,False,False,1909,107933,56.54,1746,1737,2048.0,2065.57
2021-11-03,2021,11,3,Wednesday,False,False,,False,False,False,1698,102200,60.19,1909,1936,1784.33,2031.57
2021-11-04,2021,11,4,Thursday,False,False,,False,False,False,1625,91205,56.13,1698,1957,1744.0,1984.14
2021-11-05,2021,11,5,Friday,False,False,,False,False,False,1849,85409,46.19,1625,1975,1724.0,1966.14
2021-11-06,2021,11,6,Saturday,True,False,,False,True,False,2345,171204,73.01,1849,2447,1939.67,1951.57
2021-11-07,2021,11,7,Sunday,True,False,,False,True,False,2492,193521,77.66,2345,2489,2228.67,1952.0
2021-11-08,2021,11,8,Monday,False,False,,False,False,False,1388,39851,28.71,2492,1746,2075.0,1900.86
2021-11-09,2021,11,9,Tuesday,False,False,,False,False,False,1278,48965,38.31,1388,1909,1719.33,1810.71
2021-11-10,2021,11,10,Wednesday,False,False,,False,False,False,1681,84041,49.99,1278,1698,1449.0,1808.29
2021-11-11,2021,11,11,Thursday,False,False,,False,False,False,1684,73062,43.39,1681,1625,1547.67,1816.71
2021-11-12,2021,11,12,Friday,False,False,,False,False,False,1756,77580,44.18,1684,1849,1707.0,1803.43
2021-11-13,2021,11,13,Saturday,True,False,,False,True,False,1986,129415,65.16,1756,2345,1808.67,1752.14
2021-11-14,2021,11,14,Sunday,True,False,,False,True,False,1967,163581,83.16,1986,2492,1903.0,1677.14
2021-11-15,2021,11,15,Monday,False,False,,False,False,False,1687,78878,46.76,1967,1388,1880.0,1719.86
2021-11-16,2021,11,16,Tuesday,False,False,,False,False,False,1676,78304,46.72,1687,1278,1776.67,1776.71
2021-11-17,2021,11,17,Wednesday,False,False,,False,False,False,1653,89231,53.98,1676,1681,1672.0,1772.71
2021-11-18,2021,11,18,Thursday,False,False,,False,False,False,1401,69878,49.88,1653,1684,1576.67,1732.29
2021-11-19,2021,11,19,Friday,False,False,,False,False,False,1851,77919,42.1,1401,1756,1635.0,1745.86
2021-11-20,2021,11,20,Saturday,True,False,,False,True,False,1852,103653,55.97,1851,1986,1701.33,1726.71
2021-11-21,2021,11,21,Sunday,True,False,,False,True,False,1313,93938,71.54,1852,1967,1672.0,1633.29
2021-11-22,2021,11,22,Monday,False,False,,False,False,False,1494,65257,43.68,1313,1687,1553.0,1605.71
2021-11-23,2021,11,23,Tuesday,False,False,,False,False,False,1376,64683,47.01,1494,1676,1394.33,1562.86
2021-11-24,2021,11,24,Wednesday,False,False,,False,False,False,1364,72024,52.8,1376,1653,1411.33,1521.57
2021-11-25,2021,11,25,Thursday,False,False,,False,False,False,1362,71484,52.48,1364,1401,1367.33,1516.0
2021-11-26,2021,11,26,Friday,False,False,,False,False,False,1512,72757,48.12,1362,1851,1412.67,1467.57
2021-11-27,2021,11,27,Saturday,True,False,,False,True,False,1827,101077,55.32,1512,1852,1567.0,1464.0
2021-11-28,2021,11,28,Sunday,True,False,,False,True,False,1717,130519,76.02,1827,1313,1685.33,1521.71
2021-11-29,2021,11,29,Monday,False,False,,False,False,False,1315,67829,51.58,1717,1494,1619.67,1496.14
2021-11-30,2021,11,30,Tuesday,False,False,,False,False,False,1055,52011,49.3,1315,1376,1362.33,1450.29
2021-12-01,2021,12,1,Wednesday,False,False,,False,False,False,1220,61587,50.48,1055,1364,1196.67,1429.71
2021-12-02,2021,12,2,Thursday,False,False,,False,False,False,1180,64841,54.95,1220,1362,1151.67,1403.71
2021-12-03,2021,12,3,Friday,False,False,,False,False,False,1380,73290,53.11,1180,1512,1260.0,1384.86
2021-12-04,2021,12,4,Saturday,True,False,,False,True,False,1686,101271,60.07,1380,1827,1415.33,1364.71
2021-12-05,2021,12,5,Sunday,True,False,,False,True,False,1596,125247,78.48,1686,1717,1554.0,1347.43
2021-12-06,2021,12,6,Monday,False,False,,False,False,False,1174,56326,47.98,1596,1315,1485.33,1327.29
2021-12-07,2021,12,7,Tuesday,False,False,,False,False,False,1134,58095,51.23,1174,1055,1301.33,1338.57
2021-12-08,2021,12,8,Wednesday,False,False,,False,False,False,1186,66022,55.67,1134,1220,1164.67,1333.71
2021-12-09,2021,12,9,Thursday,False,False,,False,False,False,1013,60725,59.95,1186,1180,1111.0,1309.86
2021-12-10,2021,12,10,Friday,False,False,,False,False,False,1126,70941,63.0,1013,1380,1108.33,1273.57
2021-12-11,2021,12,11,Saturday,True,False,,False,True,False,1452,102392,70.52,1126,1686,1197.0,1240.14
2021-12-12,2021,12,12,Sunday,True,False,,False,True,False,1231,80974,65.78,1452,1596,1269.67,1188.0
2021-12-13,2021,12,13,Monday,False,False,,False,False,False,1050,51185,48.75,1231,1174,1244.33,1170.29
2021-12-14,2021,12,14,Tuesday,False,False,,False,False,False,989,61682,62.37,1050,1134,1090.0,1149.57
2021-12-15,2021,12,15,Wednesday,False,False,,False,False,False,1066,72143,67.68,989,1186,1035.0,1132.43
2021-12-16,2021,12,16,Thursday,False,False,,False,False,False,1047,66808,63.81,1066,1013,1034.0,1137.29
2021-12-17,2021,12,17,Friday,False,False,,False,False,False,1046,60855,58.18,1047,1126,1053.0,1125.86
2021-12-18,2021,12,18,Saturday,True,False,,False,True,False,1153,50738,44.01,1046,1452,1082.0,1083.14
2021-12-19,2021,12,19,Sunday,True,False,,False,True,False,1303,40538,31.11,1153,1231,1167.33,1093.43
2021-12-20,2021,12,20,Monday,False,False,,False,False,False,1082,46242,42.74,1303,1050,1179.33,1098.0
2021-12-21,2021,12,21,Tuesday,False,False,,False,False,False,1104,57375,51.97,1082,989,1163.0,1114.43
2021-12-22,2021,12,22,Wednesday,False,False,,False,False,False,1247,70236,56.32,1104,1066,1144.33,1140.29
2021-12-23,2021,12,23,Thursday,False,False,,False,False,False,1049,60631,57.8,1247,1047,1133.33,1140.57
2021-12-24,2021,12,24,Friday,False,False,,False,False,False,1068,55394,51.87,1049,1046,1121.33,1143.71
2021-12-25,2021,12,25,Saturday,True,False,,False,True,False,902,40723,45.15,1068,1153,1006.33,1107.86
2021-12-26,2021,12,26,Sunday,True,False,,False,True,False,764,35704,46.73,902,1303,911.33,1030.86
2021-12-27,2021,12,27,Monday,False,False,,False,False,False,805,36914,45.86,764,1082,823.67,991.29
2021-12-28,2021,12,28,Tuesday,False,False,,False,False,False,859,46679,54.34,805,1104,809.33,956.29
2021-12-29,2021,12,29,Wednesday,False,False,,False,False,False,972,51476,52.96,859,1247,878.67,917.0
2021-12-30,2021,12,30,Thursday,False,False,,False,False,False,919,47809,52.02,972,1049,916.67,898.43
2021-12-31,2021,12,31,Friday,False,False,,False,False,False,993,41507,41.8,919,1068,961.33,887.71
2022-01-01,2022,1,1,Saturday,True,True,신정,False,True,False,1167,53123,45.52,993,902,1026.33,925.57
2022-01-02,2022,1,2,Sunday,True,False,,False,True,False,939,47775,50.88,1167,764,1033.0,950.57
2022-01-03,2022,1,3,Monday,False,False,,False,False,False,982,38073,38.77,939,805,1029.33,975.86
2022-01-04,2022,1,4,Tuesday,False,False,,False,False,False,829,32796,39.56,982,859,916.67,971.57
2022-01-05,2022,1,5,Wednesday,False,False,,False,False,False,858,40224,46.88,829,972,889.67,955.29
2022-01-06,2022,1,6,Thursday,False,False,,False,False,False,898,41437,46.14,858,919,861.67,952.29
2022-01-07,2022,1,7,Friday,False,False,,False,False,False,1045,42692,40.85,898,993,933.67,959.71
2022-01-08,2022,1,8,Saturday,True,False,,False,True,False,1218,69741,57.26,1045,1167,1053.67,967.0
2022-01-09,2022,1,9,Sunday,True,False,,False,True,False,1192,67248,56.42,1218,939,1151.67,1003.14
2022-01-10,2022,1,10,Monday,False,False,,False,False,False,1011,44426,43.94,1192,982,1140.33,1007.29
2022-01-11,2022,1,11,Tuesday,False,False,,False,False,False,972,41120,42.3,1011,829,1058.33,1027.71
2022-01-12,2022,1,12,Wednesday,False,False,,False,False,False,992,43322,43.67,972,858,991.67,1046.86
2022-01-13,2022,1,13,Thursday,False,False,,False,False,False,959,41735,43.52,992,898,974.33,1055.57
2022-01-14,2022,1,14,Friday,False,False,,False,False,False,1086,45929,42.29,959,1045,1012.33,1061.43
2022-01-15,2022,1,15,Saturday,True,False,,False,True,False,1215,62995,51.85,1086,1218,1086.67,1061.0
2022-01-16,2022,1,16,Sunday,True,False,,False,True,False,1198,65364,54.56,1215,1192,1166.33,1061.86
2022-01-17,2022,1,17,Monday,False,False,,False,False,False,1023,42856,41.89,1198,1011,1145.33,1063.57
2022-01-18,2022,1,18,Tuesday,False,False,,False,False,False,1480,44019,29.74,1023,972,1233.67,1136.14
2022-01-19,2022,1,19,Wednesday,False,False,,False,False,False,1090,43917,40.29,1480,992,1197.67,1150.14
2022-01-20,2022,1,20,Thursday,False,False,,False,False,False,1057,45993,43.51,1090,959,1209.0,1164.14
2022-01-21,2022,1,21,Friday,False,False,,False,False,False,1217,48870,40.16,1057,1086,1121.33,1182.86
2022-01-22,2022,1,22,Saturday,True,False,,False,True,False,1404,68924,49.09,1217,1215,1226.0,1209.86
2022-01-23,2022,1,23,Sunday,True,False,,False,True,False,1298,77417,59.64,1404,1198,1306.33,1224.14
2022-01-24,2022,1,24,Monday,False,False,,False,False,False,1241,51183,41.24,1298,1023,1314.33,1255.29
2022-01-25,2022,1,25,Tuesday,False,False,,False,False,False,1302,46490,35.71,1241,1480,1280.33,1229.86
2022-01-26,2022,1,26,Wednesday,False,False,,False,False,False,1234,50112,40.61,1302,1090,1259.0,1250.43
2022-01-27,2022,1,27,Thursday,False,False,,False,False,False,1149,45948,39.99,1234,1057,1228.33,1263.57
2022-01-28,2022,1,28,Friday,False,False,,False,False,False,1301,47743,36.7,1149,1217,1228.0,1275.57
2022-01-29,2022,1,29,Saturday,True,False,,False,True,True,1195,67781,56.72,1301,1404,1215.0,1245.71
2022-01-30,2022,1,30,Sunday,True,False,,False,True,True,1247,65995,52.92,1195,1298,1247.67,1238.43
2022-01-31,2022,1,31,Monday,False,True,설날,False,True,True,1164,28277,24.29,1247,1241,1202.0,1227.43
2022-02-01,2022,2,1,Tuesday,False,True,설날,False,True,True,932,16322,17.51,1164,1302,1114.33,1174.57
2022-02-02,2022,2,2,Wednesday,False,True,설날,False,True,True,1111,54056,48.66,932,1234,1069.0,1157.0
