date,year,month,day,day_of_week,is_weekend,is_holiday,holiday_name,is_substitute_holiday,is_holiday_or_weekend,is_long_weekend,daily_parking_count,daily_usage_minutes,avg_stay_minutes,lag_1d_parking,lag_7d_parking,rolling_mean_3d_parking,rolling_mean_7d_parking
2020-02-11,2020,2,11,Tuesday,False,False,,False,False,False,1035,34133,32.98,,,,
2020-02-12,2020,2,12,Wednesday,False,False,,False,False,False,853,33333,39.08,1035,,,
2020-02-13,2020,2,13,Thursday,False,False,,False,False,False,1051,40644,38.67,853,,979.67,
2020-02-14,2020,2,14,Friday,False,False,,False,False,False,1035,45603,44.06,1051,,979.67,
2020-02-15,2020,2,15,Saturday,True,False,,False,True,False,1226,106975,87.26,1035,,1104.0,
2020-02-16,2020,2,16,Sunday,True,False,,False,True,False,848,49177,57.99,1226,,1036.33,
2020-02-17,2020,2,17,Monday,False,False,,False,False,False,1003,35353,35.25,848,,1025.67,1007.29
2020-02-18,2020,2,18,Tuesday,False,False,,False,False,False,1042,44524,42.73,1003,1035,964.33,1008.29
2020-02-19,2020,2,19,Wednesday,False,False,,False,False,False,965,35293,36.57,1042,853,1003.33,1024.29
2020-02-20,2020,2,20,Thursday,False,False,,False,False,False,1035,38952,37.63,965,1051,1014.0,1022.0
2020-02-21,2020,2,21,Friday,False,False,,False,False,False,883,41850,47.4,1035,1035,961.0,1000.29
2020-02-22,2020,2,22,Saturday,True,False,,False,True,False,712,29149,40.94,883,1226,876.67,926.86
2020-02-24,2020,2,24,Monday,False,False,,False,False,False,58,7257,125.12,712,848,551.0,814.0
2020-02-27,2020,2,27,Thursday,False,False,,False,False,False,1304,57335,43.97,58,1003,691.33,857.0
2020-02-28,2020,2,28,Friday,False,False,,False,False,False,818,48060,58.75,1304,1042,726.67,825.0
2020-02-29,2020,2,29,Saturday,True,False,,False,True,False,2199,160693,73.08,818,965,1440.33,1001.29
2020-03-01,2020,3,1,Sunday,True,False,,False,True,False,1459,83700,57.37,2199,1035,1492.0,1061.86
2020-03-02,2020,3,2,Monday,False,False,,False,False,False,969,52967,54.66,1459,883,1542.33,1074.14
2020-03-03,2020,3,3,Tuesday,False,False,,False,False,False,940,57510,61.18,969,712,1122.67,1106.71
2020-03-04,2020,3,4,Wednesday,False,False,,False,False,False,906,48063,53.05,940,58,938.33,1227.86
2020-03-05,2020,3,5,Thursday,False,False,,False,False,False,910,49138,54.0,906,1304,918.67,1171.57
2020-03-06,2020,3,6,Friday,False,False,,False,False,False,1070,57588,53.82,910,818,962.0,1207.57
2020-03-07,2020,3,7,Saturday,True,False,,False,True,False,1890,136513,72.23,1070,2199,1290.0,1163.43
2020-03-08,2020,3,8,Sunday,True,False,,False,True,False,3330,265134,79.62,1890,1459,2096.67,1430.71
2020-03-09,2020,3,9,Monday,False,False,,False,False,False,1255,85905,68.45,3330,969,2158.33,1471.57
2020-03-10,2020,3,10,Tuesday,False,False,,False,False,False,936,45482,48.59,1255,940,1840.33,1471.0
2020-03-11,2020,3,11,Wednesday,False,False,,False,False,False,1412,86331,61.14,936,906,1201.0,1543.29
2020-03-12,2020,3,12,Thursday,False,False,,False,False,False,1330,81312,61.14,1412,910,1226.0,1603.29
2020-03-13,2020,3,13,Friday,False,False,,False,False,False,1318,74132,56.25,1330,1070,1353.33,1638.71
2020-03-14,2020,3,14,Saturday,True,False,,False,True,False,2322,154409,66.5,1318,1890,1656.67,1700.43
2020-03-15,2020,3,15,Sunday,True,False,,False,True,False,2484,121231,48.8,2322,3330,2041.33,1579.57
2020-03-16,2020,3,16,Monday,False,False,,False,False,False,1297,68698,52.97,2484,1255,2034.33,1585.57
2020-03-17,2020,3,17,Tuesday,False,False,,False,False,False,1318,61714,46.82,1297,936,1699.67,1640.14
2020-03-18,2020,3,18,Wednesday,False,False,,False,False,False,1746,110839,63.48,1318,1412,1453.67,1687.86
2020-03-19,2020,3,19,Thursday,False,False,,False,False,False,921,57756,62.71,1746,1330,1328.33,1629.43
2020-03-20,2020,3,20,Friday,False,False,,False,False,False,1799,107954,60.01,921,1318,1488.67,1698.14
2020-03-21,2020,3,21,Saturday,True,False,,False,True,False,3724,413623,111.07,1799,2322,2148.0,1898.43
2020-03-22,2020,3,22,Sunday,True,False,,False,True,False,4652,418676,90.0,3724,2484,3391.67,2208.14
2020-03-23,2020,3,23,Monday,False,False,,False,False,False,1764,114766,65.06,4652,1297,3380.0,2274.86
2020-03-24,2020,3,24,Tuesday,False,False,,False,False,False,1819,124456,68.42,1764,1318,2745.0,2346.43
2020-03-25,2020,3,25,Wednesday,False,False,,False,False,False,1945,136689,70.28,1819,1746,1842.67,2374.86
2020-03-26,2020,3,26,Thursday,False,False,,False,False,False,1354,92015,67.96,1945,921,1706.0,2436.71
2020-03-27,2020,3,27,Friday,False,False,,False,False,False,1959,142019,72.5,1354,1799,1752.67,2459.57
2020-03-28,2020,3,28,Saturday,True,False,,False,True,False,3624,387281,106.87,1959,3724,2312.33,2445.29
2020-03-29,2020,3,29,Sunday,True,False,,False,True,False,4383,409625,93.46,3624,4652,3322.0,2406.86
2020-03-30,2020,3,30,Monday,False,False,,False,False,False,1859,133282,71.7,4383,1764,3288.67,2420.43
2020-03-31,2020,3,31,Tuesday,False,False,,False,False,False,1867,167422,89.67,1859,1819,2703.0,2427.29
2020-04-01,2020,4,1,Wednesday,False,False,,False,False,False,1824,169851,93.12,1867,1945,1850.0,2410.0
2020-04-02,2020,4,2,Thursday,False,False,,False,False,False,1717,126715,73.8,1824,1354,1802.67,2461.86
2020-04-03,2020,4,3,Friday,False,False,,False,False,False,1783,133311,74.77,1717,1959,1774.67,2436.71
2020-04-04,2020,4,4,Saturday,True,False,,False,True,False,2384,173579,72.81,1783,3624,1961.33,2259.57
2020-04-05,2020,4,5,Sunday,True,False,,False,True,False,2621,234470,89.46,2384,4383,2262.67,2007.86
2020-04-06,2020,4,6,Monday,False,False,,False,False,False,1513,114151,75.45,2621,1859,2172.67,1958.43
2020-04-07,2020,4,7,Tuesday,False,False,,False,False,False,1373,111204,80.99,1513,1867,1835.67,1887.86
2020-04-08,2020,4,8,Wednesday,False,False,,False,False,False,1525,92507,60.66,1373,1824,1470.33,1845.14
2020-04-09,2020,4,9,Thursday,False,False,,False,False,False,1438,100553,69.93,1525,1717,1445.33,1805.29
2020-04-10,2020,4,10,Friday,False,False,,False,False,False,1661,152112,91.58,1438,1783,1541.33,1787.86
2020-04-11,2020,4,11,Saturday,True,False,,False,True,False,2887,266805,92.42,1661,2384,1995.33,1859.71
2020-04-12,2020,4,12,Sunday,True,False,,False,True,False,2566,214360,83.54,2887,2621,2371.33,1851.86
2020-04-13,2020,4,13,Monday,False,False,,False,False,False,1611,118178,73.36,2566,1513,2354.67,1865.86
2020-04-14,2020,4,14,Tuesday,False,False,,False,False,False,1702,134551,79.05,1611,1373,1959.67,1912.86
2020-04-15,2020,4,15,Wednesday,False,False,,False,False,False,3040,309910,101.94,1702,1525,2117.67,2129.29
2020-04-16,2020,4,16,Thursday,False,False,,False,False,False,1673,115407,68.98,3040,1438,2138.33,2162.86
2020-04-17,2020,4,17,Friday,False,False,,False,False,False,1179,72080,61.14,1673,1661,1964.0,2094.0
2020-04-18,2020,4,18,Saturday,True,False,,False,True,False,4005,404450,100.99,1179,2887,2285.67,2253.71
2020-04-19,2020,4,19,Sunday,True,False,,False,True,False,1773,164794,92.95,4005,2566,2319.0,2140.43
2020-04-20,2020,4,20,Monday,False,False,,False,False,False,1204,75641,62.82,1773,1611,2327.33,2082.29
2020-04-21,2020,4,21,Tuesday,False,False,,False,False,False,1205,58069,48.19,1204,1702,1394.0,2011.29
2020-04-22,2020,4,22,Wednesday,False,False,,False,False,False,1075,26672,24.81,1205,3040,1161.33,1730.57
2020-04-23,2020,4,23,Thursday,False,False,,False,False,False,1260,29784,23.64,1075,1673,1180.0,1671.57
2020-04-24,2020,4,24,Friday,False,False,,False,False,False,1532,46950,30.65,1260,1179,1289.0,1722.0
2020-04-25,2020,4,25,Saturday,True,False,,False,True,False,2945,224295,76.16,1532,4005,1912.33,1570.57
2020-04-26,2020,4,26,Sunday,True,False,,False,True,False,3961,300746,75.93,2945,1773,2812.67,1883.14
2020-04-27,2020,4,27,Monday,False,False,,False,False,False,1718,61066,35.54,3961,1204,2874.67,1956.57
2020-04-28,2020,4,28,Tuesday,False,False,,False,False,False,1785,58487,32.77,1718,1205,2488.0,2039.43
2020-04-29,2020,4,29,Wednesday,False,False,,False,False,False,2397,93725,39.1,1785,1075,1966.67,2228.29
2020-04-30,2020,4,30,Thursday,False,False,,False,False,False,4701,524282,111.53,2397,1260,2961.0,2719.86
2020-05-01,2020,5,1,Friday,False,False,,False,False,False,3828,384147,100.35,4701,1532,3642.0,3047.86
2020-05-02,2020,5,2,Saturday,True,False,,False,True,False,3966,487898,123.02,3828,2945,4165.0,3193.71
2020-05-03,2020,5,3,Sunday,True,False,,False,True,False,4200,409760,97.56,3966,3961,3998.0,3227.86
2020-05-04,2020,5,4,Monday,False,False,,False,False,False,2981,244288,81.95,4200,1718,3715.67,3408.29
2020-05-05,2020,5,5,Tuesday,False,False,,False,False,False,4630,530575,114.6,2981,1785,3937.0,3814.71
2020-05-06,2020,5,6,Wednesday,False,False,,False,False,False,2006,67524,33.66,4630,2397,3205.67,3758.86
2020-05-07,2020,5,7,Thursday,False,False,,False,False,False,1869,69786,37.34,2006,4701,2835.0,3354.29
2020-05-08,2020,5,8,Friday,False,False,,False,False,False,1952,69572,35.64,1869,3828,1942.33,3086.29
2020-05-09,2020,5,9,Saturday,True,False,,False,True,False,1801,142092,78.9,1952,3966,1874.0,2777.0
2020-05-10,2020,5,10,Sunday,True,False,,False,True,False,2797,178706,63.89,1801,4200,2183.33,2576.57
2020-05-11,2020,5,11,Monday,False,False,,False,False,False,1549,61880,39.95,2797,2981,2049.0,2372.0
2020-05-12,2020,5,12,Tuesday,False,False,,False,False,False,1508,42724,28.33,1549,4630,1951.33,1926.0
2020-05-13,2020,5,13,Wednesday,False,False,,False,False,False,2028,87036,42.92,1508,2006,1695.0,1929.14
2020-05-14,2020,5,14,Thursday,False,False,,False,False,False,1977,59621,30.16,2028,1869,1837.67,1944.57
2020-05-15,2020,5,15,Friday,False,False,,False,False,False,1453,28795,19.82,1977,1952,1819.33,1873.29
2020-05-16,2020,5,16,Saturday,True,False,,False,True,False,3077,153037,49.74,1453,1801,2169.0,2055.57
2020-05-17,2020,5,17,Sunday,True,False,,False,True,False,3901,284846,73.02,3077,2797,2810.33,2213.29
2020-05-18,2020,5,18,Monday,False,False,,False,False,False,1237,20146,16.29,3901,1549,2738.33,2168.71
2020-05-19,2020,5,19,Tuesday,False,False,,False,False,False,1473,21736,14.76,1237,1508,2203.67,2163.71
2020-05-20,2020,5,20,Wednesday,False,False,,False,False,False,1856,90160,48.58,1473,2028,1522.0,2139.14
2020-05-21,2020,5,21,Thursday,False,False,,False,False,False,1888,103560,54.85,1856,1977,1739.0,2126.43
2020-05-22,2020,5,22,Friday,False,False,,False,False,False,2104,126640,60.19,1888,1453,1949.33,2219.43
2020-05-23,2020,5,23,Saturday,True,False,,False,True,False,4887,531316,108.72,2104,3077,2959.67,2478.0
2020-05-24,2020,5,24,Sunday,True,False,,False,True,False,3141,296693,94.46,4887,3901,3377.33,2369.43
2020-05-25,2020,5,25,Monday,False,False,,False,False,False,1751,115672,66.06,3141,1237,3259.67,2442.86
2020-05-26,2020,5,26,Tuesday,False,False,,False,False,False,1493,86309,57.81,1751,1473,2128.33,2445.71
2020-05-27,2020,5,27,Wednesday,False,False,,False,False,False,2155,163664,75.95,1493,1856,1799.67,2488.43
2020-05-28,2020,5,28,Thursday,False,False,,False,False,False,1998,115587,57.85,2155,1888,1882.0,2504.14
2020-05-29,2020,5,29,Friday,False,False,,False,False,False,2802,163921,58.5,1998,2104,2318.33,2603.86
2020-05-30,2020,5,30,Saturday,True,False,,False,True,False,3776,340654,90.22,2802,4887,2858.67,2445.14
2020-05-31,2020,5,31,Sunday,True,False,,False,True,False,2927,285202,97.44,3776,3141,3168.33,2414.57
2020-06-01,2020,6,1,Monday,False,False,,False,False,False,1528,84228,55.12,2927,1751,2743.67,2382.71
2020-06-02,2020,6,2,Tuesday,False,False,,False,False,False,1261,81150,64.35,1528,1493,1905.33,2349.57
2020-06-03,2020,6,3,Wednesday,False,False,,False,False,False,1610,115847,71.95,1261,2155,1466.33,2271.71
2020-06-04,2020,6,4,Thursday,False,False,,False,False,False,1787,122683,68.65,1610,1998,1552.67,2241.57
2020-06-05,2020,6,5,Friday,False,False,,False,False,False,2501,160325,64.1,1787,2802,1966.0,2198.57
2020-06-06,2020,6,6,Saturday,True,False,,False,True,False,5040,471313,93.51,2501,3776,3109.33,2379.14
2020-06-07,2020,6,7,Sunday,True,False,,False,True,False,4042,461206,114.1,5040,2927,3861.0,2538.43
2020-06-08,2020,6,8,Monday,False,False,,False,False,False,1847,106117,57.45,4042,1528,3643.0,2584.0
2020-06-09,2020,6,9,Tuesday,False,False,,False,False,False,1713,96503,56.34,1847,1261,2534.0,2648.57
2020-06-10,2020,6,10,Wednesday,False,False,,False,False,False,6629,87948,13.27,1713,1610,3396.33,3365.57
2020-06-11,2020,6,11,Thursday,False,False,,False,False,False,1871,92833,49.62,6629,1787,3404.33,3377.57
2020-06-12,2020,6,12,Friday,False,False,,False,False,False,2554,145207,56.85,1871,2501,3684.67,3385.14
2020-06-13,2020,6,13,Saturday,True,False,,False,True,False,3945,243334,61.68,2554,5040,2790.0,3228.71
2020-06-14,2020,6,14,Sunday,True,False,,False,True,False,3765,433356,115.1,3945,4042,3421.33,3189.14
2020-06-15,2020,6,15,Monday,False,False,,False,False,False,1944,111285,57.25,3765,1847,3218.0,3203.0
2020-06-16,2020,6,16,Tuesday,False,False,,False,False,False,1762,104933,59.55,1944,1713,2490.33,3210.0
2020-06-17,2020,6,17,Wednesday,False,False,,False,False,False,2167,114761,52.96,1762,6629,1957.67,2572.57
2020-06-18,2020,6,18,Thursday,False,False,,False,False,False,2923,110353,37.75,2167,1871,2284.0,2722.86
2020-06-19,2020,6,19,Friday,False,False,,False,False,False,2683,180084,67.12,2923,2554,2591.0,2741.29
2020-06-20,2020,6,20,Saturday,True,False,,False,True,False,4056,346481,85.42,2683,3945,3220.67,2757.14
2020-06-21,2020,6,21,Sunday,True,False,,False,True,False,3834,387339,101.03,4056,3765,3524.33,2767.0
2020-06-22,2020,6,22,Monday,False,False,,False,False,False,1746,86538,49.56,3834,1944,3212.0,2738.71
2020-06-23,2020,6,23,Tuesday,False,False,,False,False,False,1819,90667,49.84,1746,1762,2466.33,2746.86
2020-06-24,2020,6,24,Wednesday,False,False,,False,False,False,950,60334,63.51,1819,2167,1505.0,2573.0
2020-06-25,2020,6,25,Thursday,False,False,,False,False,False,973,38988,40.07,950,2923,1247.33,2294.43
2020-06-26,2020,6,26,Friday,False,False,,False,False,False,2116,131738,62.26,973,2683,1346.33,2213.43
2020-06-27,2020,6,27,Saturday,True,False,,False,True,False,4075,326328,80.08,2116,4056,2388.0,2216.14
2020-06-28,2020,6,28,Sunday,True,False,,False,True,False,3479,372913,107.19,4075,3834,3223.33,2165.43
2020-06-29,2020,6,29,Monday,False,False,,False,False,False,1087,54584,50.22,3479,1746,2880.33,2071.29
2020-06-30,2020,6,30,Tuesday,False,False,,False,False,False,1033,40784,39.48,1087,1819,1866.33,1959.0
2020-07-01,2020,7,1,Wednesday,False,False,,False,False,False,1409,70366,49.94,1033,950,1176.33,2024.57
2020-07-02,2020,7,2,Thursday,False,False,,False,False,False,1459,82771,56.73,1409,973,1300.33,2094.0
2020-07-03,2020,7,3,Friday,False,False,,False,False,False,1831,89430,48.84,1459,2116,1566.33,2053.29
2020-07-04,2020,7,4,Saturday,True,False,,False,True,False,2938,289335,98.48,1831,4075,2076.0,1890.86
2020-07-05,2020,7,5,Sunday,True,False,,False,True,False,2935,325390,110.87,2938,3479,2568.0,1813.14
2020-07-06,2020,7,6,Monday,False,False,,False,False,False,1368,81455,59.54,2935,1087,2413.67,1853.29
2020-07-07,2020,7,7,Tuesday,False,False,,False,False,False,1561,81752,52.37,1368,1033,1954.67,1928.71
2020-07-08,2020,7,8,Wednesday,False,False,,False,False,False,1636,99563,60.86,1561,1409,1521.67,1961.14
2020-07-09,2020,7,9,Thursday,False,False,,False,False,False,1378,64503,46.81,1636,1459,1525.0,1949.57
2020-07-10,2020,7,10,Friday,False,False,,False,False,False,1569,90877,57.92,1378,1831,1527.67,1912.14
2020-07-11,2020,7,11,Saturday,True,False,,False,True,False,3112,296486,95.27,1569,2938,2019.67,1937.0
2020-07-12,2020,7,12,Sunday,True,False,,False,True,False,2397,224910,93.83,3112,2935,2359.33,1860.14
2020-07-13,2020,7,13,Monday,False,False,,False,False,False,1193,51168,42.89,2397,1368,2234.0,1835.14
2020-07-14,2020,7,14,Tuesday,False,False,,False,False,False,1800,57731,32.07,1193,1561,1796.67,1869.29
2020-07-15,2020,7,15,Wednesday,False,False,,False,False,False,1680,105726,62.93,1800,1636,1557.67,1875.57
2020-07-16,2020,7,16,Thursday,False,False,,False,False,False,1410,100144,71.02,1680,1378,1630.0,1880.14
2020-07-17,2020,7,17,Friday,False,False,,False,False,False,1688,111239,65.9,1410,1569,1592.67,1897.14
2020-07-18,2020,7,18,Saturday,True,False,,False,True,False,2997,264782,88.35,1688,3112,2031.67,1880.71
2020-07-19,2020,7,19,Sunday,True,False,,False,True,False,1533,99790,65.09,2997,2397,2072.67,1757.29
2020-07-20,2020,7,20,Monday,False,False,,False,False,False,1315,57282,43.56,1533,1193,1948.33,1774.71
2020-07-21,2020,7,21,Tuesday,False,False,,False,False,False,1539,85497,55.55,1315,1800,1462.33,1737.43
2020-07-22,2020,7,22,Wednesday,False,False,,False,False,False,1392,63088,45.32,1539,1680,1415.33,1696.29
2020-07-23,2020,7,23,Thursday,False,False,,False,False,False,1161,36610,31.53,1392,1410,1364.0,1660.71
2020-07-24,2020,7,24,Friday,False,False,,False,False,False,1382,83601,60.49,1161,1688,1311.67,1617.0
2020-07-25,2020,7,25,Saturday,True,False,,False,True,False,3206,330601,103.12,1382,2997,1916.33,1646.86
2020-07-26,2020,7,26,Sunday,True,False,,False,True,False,3042,339128,111.48,3206,1533,2543.33,1862.43
2020-07-27,2020,7,27,Monday,False,False,,False,False,False,1345,66276,49.28,3042,1315,2531.0,1866.71
2020-07-28,2020,7,28,Tuesday,False,False,,False,False,False,1402,79971,57.04,1345,1539,1929.67,1847.14
2020-07-29,2020,7,29,Wednesday,False,False,,False,False,False,1107,49830,45.01,1402,1392,1284.67,1806.43
2020-07-30,2020,7,30,Thursday,False,False,,False,False,False,1392,70058,50.33,1107,1161,1300.33,1839.43
2020-07-31,2020,7,31,Friday,False,False,,False,False,False,1569,93842,59.81,1392,1382,1356.0,1866.14
2020-08-01,2020,8,1,Saturday,True,False,,False,True,False,1221,65551,53.69,1569,3206,1394.0,1582.57
2020-08-02,2020,8,2,Sunday,True,False,,False,True,False,797,40042,50.24,1221,3042,1195.67,1261.86
2020-08-03,2020,8,3,Monday,False,False,,False,False,False,554,28419,51.3,797,1345,857.33,1148.86
2020-08-04,2020,8,4,Tuesday,False,False,,False,False,False,257,15702,61.1,554,1402,536.0,985.29
2020-08-05,2020,8,5,Wednesday,False,False,,False,False,False,200,15140,75.7,257,1107,337.0,855.71
2020-08-06,2020,8,6,Thursday,False,False,,False,False,False,57,604,10.6,200,1392,171.33,665.0
2020-08-11,2020,8,11,Tuesday,False,False,,False,False,False,101,925,9.16,57,1569,119.33,455.29
2020-08-12,2020,8,12,Wednesday,False,False,,False,False,False,499,14327,28.71,101,1221,219.0,352.14
2020-08-13,2020,8,13,Thursday,False,False,,False,False,False,736,30099,40.9,499,797,445.33,343.43
2020-08-14,2020,8,14,Friday,False,False,,False,False,False,677,31418,46.41,736,554,637.33,361.0
2020-08-15,2020,8,15,Saturday,True,False,,False,True,False,642,31154,48.53,677,257,685.0,416.0
2020-08-16,2020,8,16,Sunday,True,False,,False,True,False,1416,104881,74.07,642,200,911.67,589.71
2020-08-17,2020,8,17,Monday,False,False,,False,False,False,1450,95695,66.0,1416,57,1169.33,788.71
2020-08-18,2020,8,18,Tuesday,False,False,,False,False,False,1298,66270,51.06,1450,101,1388.0,959.71
2020-08-19,2020,8,19,Wednesday,False,False,,False,False,False,1374,70308,51.17,1298,499,1374.0,1084.71
2020-08-20,2020,8,20,Thursday,False,False,,False,False,False,1297,68839,53.08,1374,736,1323.0,1164.86
2020-08-21,2020,8,21,Friday,False,False,,False,False,False,1324,65030,49.12,1297,677,1331.67,1257.29
2020-08-22,2020,8,22,Saturday,True,False,,False,True,False,1328,85146,64.12,1324,642,1316.33,1355.29
2020-08-23,2020,8,23,Sunday,True,False,,False,True,False,2293,181607,79.2,1328,1416,1648.33,1480.57
2020-08-24,2020,8,24,Monday,False,False,,False,False,False,1497,75148,50.2,2293,1450,1706.0,1487.29
2020-08-25,2020,8,25,Tuesday,False,False,,False,False,False,1310,76865,58.68,1497,1298,1700.0,1489.0
2020-08-26,2020,8,26,Wednesday,False,False,,False,False,False,1096,51678,47.15,1310,1374,1301.0,1449.29
2020-08-27,2020,8,27,Thursday,False,False,,False,False,False,780,49392,63.32,1096,1297,1062.0,1375.43
2020-08-28,2020,8,28,Friday,False,False,,False,False,False,1205,64164,53.25,780,1324,1027.0,1358.43
2020-08-29,2020,8,29,Saturday,True,False,,False,True,False,1504,93197,61.97,1205,1328,1163.0,1383.57
2020-08-30,2020,8,30,Sunday,True,False,,False,True,False,1927,130697,67.82,1504,2293,1545.33,1331.29
2020-08-31,2020,8,31,Monday,False,False,,False,False,False,1725,92413,53.57,1927,1497,1718.67,1363.86
2020-09-01,2020,9,1,Tuesday,False,False,,False,False,False,1703,96346,56.57,1725,1310,1785.0,1420.0
2020-09-02,2020,9,2,Wednesday,False,False,,False,False,False,1098,60577,55.17,1703,1096,1508.67,1420.29
2020-09-03,2020,9,3,Thursday,False,False,,False,False,False,1432,82435,57.57,1098,780,1411.0,1513.43
2020-09-04,2020,9,4,Friday,False,False,,False,False,False,2388,154690,64.78,1432,1205,1639.33,1682.43
2020-09-05,2020,9,5,Saturday,True,False,,False,True,False,3265,316516,96.94,2388,1504,2361.67,1934.0
2020-09-06,2020,9,6,Sunday,True,False,,False,True,False,1772,123255,69.56,3265,1927,2475.0,1911.86
2020-09-07,2020,9,7,Monday,False,False,,False,False,False,910,44587,49.0,1772,1725,1982.33,1795.43
2020-09-08,2020,9,8,Tuesday,False,False,,False,False,False,1699,118374,69.67,910,1703,1460.33,1794.86
2020-09-09,2020,9,9,Wednesday,False,False,,False,False,False,955,51032,53.44,1699,1098,1188.0,1774.43
2020-09-10,2020,9,10,Thursday,False,False,,False,False,False,1389,75199,54.14,955,1432,1347.67,1768.29
2020-09-11,2020,9,11,Friday,False,False,,False,False,False,1263,56420,44.67,1389,2388,1202.33,1607.57
2020-09-12,2020,9,12,Saturday,True,False,,False,True,False,1290,84514,65.51,1263,3265,1314.0,1325.43
2020-09-13,2020,9,13,Sunday,True,False,,False,True,False,3047,276954,90.89,1290,1772,1866.67,1507.57
2020-09-14,2020,9,14,Monday,False,False,,False,False,False,1441,76749,53.26,3047,910,1926.0,1583.43
2020-09-15,2020,9,15,Tuesday,False,False,,False,False,False,1561,80027,51.27,1441,1699,2016.33,1563.71
2020-09-16,2020,9,16,Wednesday,False,False,,False,False,False,1338,68372,51.1,1561,955,1446.67,1618.43
2020-09-17,2020,9,17,Thursday,False,False,,False,False,False,1690,70407,41.66,1338,1389,1529.67,1661.43
2020-09-18,2020,9,18,Friday,False,False,,False,False,False,2078,115774,55.71,1690,1263,1702.0,1777.86
2020-09-19,2020,9,19,Saturday,True,False,,False,True,False,2951,257412,87.23,2078,1290,2239.67,2015.14
2020-09-20,2020,9,20,Sunday,True,False,,False,True,False,3195,323741,101.33,2951,3047,2741.33,2036.29
2020-09-21,2020,9,21,Monday,False,False,,False,False,False,1577,81100,51.43,3195,1441,2574.33,2055.71
2020-09-22,2020,9,22,Tuesday,False,False,,False,False,False,1814,85250,47.0,1577,1561,2195.33,2091.86
2020-09-23,2020,9,23,Wednesday,False,False,,False,False,False,1719,84599,49.21,1814,1338,1703.33,2146.29
2020-09-24,2020,9,24,Thursday,False,False,,False,False,False,1789,90705,50.7,1719,1690,1774.0,2160.43
2020-09-25,2020,9,25,Friday,False,False,,False,False,False,2023,87515,43.26,1789,2078,1843.67,2152.57
2020-09-26,2020,9,26,Saturday,True,False,,False,True,False,2759,274171,99.37,2023,2951,2190.33,2125.14
2020-09-27,2020,9,27,Sunday,True,False,,False,True,False,3121,337934,108.28,2759,3195,2634.33,2114.57
2020-09-28,2020,9,28,Monday,False,False,,False,False,False,1967,86663,44.06,3121,1577,2615.67,2170.29
2020-09-29,2020,9,29,Tuesday,False,False,,False,False,False,1650,77725,47.11,1967,1814,2246.0,2146.86
2020-09-30,2020,9,30,Wednesday,False,False,,False,False,False,1599,138127,86.38,1650,1719,1738.67,2129.71
2020-10-01,2020,10,1,Thursday,False,False,,False,False,False,2350,189523,80.65,1599,1789,1866.33,2209.86
2020-10-02,2020,10,2,Friday,False,False,,False,False,False,2147,174460,81.26,2350,2023,2032.0,2227.57
2020-10-03,2020,10,3,Saturday,True,False,,False,True,False,2883,283794,98.44,2147,2759,2460.0,2245.29
2020-10-04,2020,10,4,Sunday,True,False,,False,True,False,2627,245441,93.43,2883,3121,2552.33,2174.71
2020-10-05,2020,10,5,Monday,False,False,,False,False,False,1241,53532,43.14,2627,1967,2250.33,2071.0
2020-10-06,2020,10,6,Tuesday,False,False,,False,False,False,1573,62791,39.92,1241,1650,1813.67,2060.0
2020-10-07,2020,10,7,Wednesday,False,False,,False,False,False,1567,70288,44.86,1573,1599,1460.33,2055.43
2020-10-08,2020,10,8,Thursday,False,False,,False,False,False,1856,75287,40.56,1567,2350,1665.33,1984.86
2020-10-09,2020,10,9,Friday,False,False,,False,False,False,2870,246048,85.73,1856,2147,2097.67,2088.14
2020-10-10,2020,10,10,Saturday,True,False,,False,True,False,2875,238445,82.94,2870,2883,2533.67,2087.0
2020-10-11,2020,10,11,Sunday,True,False,,False,True,False,2781,258387,92.91,2875,2627,2842.0,2109.0
2020-10-12,2020,10,12,Monday,False,False,,False,False,False,1431,65174,45.54,2781,1241,2362.33,2136.14
2020-10-13,2020,10,13,Tuesday,False,False,,False,False,False,1530,64449,42.12,1431,1573,1914.0,2130.0
2020-10-14,2020,10,14,Wednesday,False,False,,False,False,False,1402,56594,40.37,1530,1567,1454.33,2106.43
2020-10-15,2020,10,15,Thursday,False,False,,False,False,False,1513,71881,47.51,1402,1856,1481.67,2057.43
2020-10-16,2020,10,16,Friday,False,False,,False,False,False,1586,66177,41.73,1513,2870,1500.33,1874.0
2020-10-17,2020,10,17,Saturday,True,False,,False,True,False,1857,95996,51.69,1586,2875,1652.0,1728.57
2020-10-19,2020,10,19,Monday,False,False,,False,False,False,989,32308,32.67,1857,2781,1477.33,1472.57
2020-10-20,2020,10,20,Tuesday,False,False,,False,False,False,1769,31904,18.04,989,1431,1538.33,1520.86
2020-10-21,2020,10,21,Wednesday,False,False,,False,False,False,1632,43097,26.41,1769,1530,1463.33,1535.43
2020-10-22,2020,10,22,Thursday,False,False,,False,False,False,1671,32593,19.51,1632,1402,1690.67,1573.86
2020-10-23,2020,10,23,Friday,False,False,,False,False,False,1880,40356,21.47,1671,1513,1727.67,1626.29
2020-10-24,2020,10,24,Saturday,True,False,,False,True,False,2207,116121,52.61,1880,1586,1919.33,1715.0
2020-10-25,2020,10,25,Sunday,True,False,,False,True,False,1720,79498,46.22,2207,1857,1935.67,1695.43
