datetime,date,hour,year,month,day_of_week,is_weekend,season,profile_type,daily_parking_count,daily_usage_minutes,avg_stay_minutes,hourly_share,estimated_entries,estimated_active_cars,estimated_active_cars_change
2024-01-01 00:00:00,2024-01-01,0,2024,1,Monday,False,winter,weekday_winter,1194,56907,47.6608040201005,0.0,0.0,0.0,0.0
2024-01-01 01:00:00,2024-01-01,1,2024,1,Monday,False,winter,weekday_winter,1194,56907,47.6608040201005,0.0,0.0,0.0,0.0
2024-01-01 02:00:00,2024-01-01,2,2024,1,Monday,False,winter,weekday_winter,1194,56907,47.6608040201005,0.0,0.0,0.0,0.0
2024-01-01 03:00:00,2024-01-01,3,2024,1,Monday,False,winter,weekday_winter,1194,56907,47.6608040201005,0.0,0.0,0.0,0.0
2024-01-01 04:00:00,2024-01-01,4,2024,1,Monday,False,winter,weekday_winter,1194,56907,47.6608040201005,0.0,0.0,0.0,0.0
2024-01-01 05:00:00,2024-01-01,5,2024,1,Monday,False,winter,weekday_winter,1194,56907,47.6608040201005,0.0,0.0,0.0,0.0
2024-01-01 06:00:00,2024-01-01,6,2024,1,Monday,False,winter,weekday_winter,1194,56907,47.6608040201005,0.007783781882715673,9.293835567962514,7.3825279266616795,7.3825279266616795
2024-01-01 07:00:00,2024-01-01,7,2024,1,Monday,False,winter,weekday_winter,1194,56907,47.6608040201005,0.016817569878023773,20.080178434360384,15.950624150811645,8.568096224149965
2024-01-01 08:00:00,2024-01-01,8,2024,1,Monday,False,winter,weekday_winter,1194,56907,47.6608040201005,0.03173218736669319,37.88823171583167,30.096393107940155,14.14576895712851
2024-01-01 09:00:00,2024-01-01,9,2024,1,Monday,False,winter,weekday_winter,1194,56907,47.6608040201005,0.052655734511452,62.87094700667369,49.94133139738665,19.844938289446493
2024-01-01 10:00:00,2024-01-01,10,2024,1,Monday,False,winter,weekday_winter,1194,56907,47.6608040201005,0.07746909318682846,92.49809726507318,73.47556143304745,23.534230035660798
2024-01-01 11:00:00,2024-01-01,11,2024,1,Monday,False,winter,weekday_winter,1194,56907,47.6608040201005,0.10190387699749258,121.67322913500614,96.65073213827182,23.175170705224375
2024-01-01 12:00:00,2024-01-01,12,2024,1,Monday,False,winter,weekday_winter,1194,56907,47.6608040201005,0.12072108903148655,144.14098030359494,114.4979168919134,17.847184753641585
2024-01-01 13:00:00,2024-01-01,13,2024,1,Monday,False,winter,weekday_winter,1194,56907,47.6608040201005,0.1293905760623905,154.49234781849424,122.72049186637425,8.22257497446084
2024-01-01 14:00:00,2024-01-01,14,2024,1,Monday,False,winter,weekday_winter,1194,56907,47.6608040201005,0.1256000383660615,149.96644580907744,119.12535638829102,-3.595135478083222
2024-01-01 15:00:00,2024-01-01,15,2024,1,Monday,False,winter,weekday_winter,1194,56907,47.6608040201005,0.1101580717069006,131.52873761803932,104.47942311040987,-14.645933277881156
2024-01-01 16:00:00,2024-01-01,16,2024,1,Monday,False,winter,weekday_winter,1194,56907,47.6608040201005,0.08689574171043071,103.75351560225427,82.416266225258,-22.06315688515187
2024-01-01 17:00:00,2024-01-01,17,2024,1,Monday,False,winter,weekday_winter,1194,56907,47.6608040201005,0.06132517951453098,73.22226434035,58.16386651055691,-24.25239971470109
2024-01-01 18:00:00,2024-01-01,18,2024,1,Monday,False,winter,weekday_winter,1194,56907,47.6608040201005,0.038531873775013936,46.00705728736664,36.545555681911964,-21.618310828644944
2024-01-01 19:00:00,2024-01-01,19,2024,1,Monday,False,winter,weekday_winter,1194,56907,47.6608040201005,0.021470943361031867,25.63630637307205,20.364116230770673,-16.18143945114129
2024-01-01 20:00:00,2024-01-01,20,2024,1,Monday,False,winter,weekday_winter,1194,56907,47.6608040201005,0.01058059361887287,12.633228780934207,10.035164017819973,-10.3289522129507
2024-01-01 21:00:00,2024-01-01,21,2024,1,Monday,False,winter,weekday_winter,1194,56907,47.6608040201005,0.004602337827400516,5.495191365916216,4.3650873123980185,-5.6700767054219545
2024-01-01 22:00:00,2024-01-01,22,2024,1,Monday,False,winter,weekday_winter,1194,56907,47.6608040201005,0.0017649821906013032,2.107388735577956,1.673997358675806,-2.6910899537222126
2024-01-01 23:00:00,2024-01-01,23,2024,1,Monday,False,winter,weekday_winter,1194,56907,47.6608040201005,0.0005963290120730338,0.7120168404152024,0.5655882515006689,-1.108409107175137
2024-01-02 00:00:00,2024-01-02,0,2024,1,Tuesday,False,winter,weekday_winter,967,49062,50.736297828335054,0.0,0.0,0.0,0.0
2024-01-02 01:00:00,2024-01-02,1,2024,1,Tuesday,False,winter,weekday_winter,967,49062,50.736297828335054,0.0,0.0,0.0,0.0
2024-01-02 02:00:00,2024-01-02,2,2024,1,Tuesday,False,winter,weekday_winter,967,49062,50.736297828335054,0.0,0.0,0.0,0.0
2024-01-02 03:00:00,2024-01-02,3,2024,1,Tuesday,False,winter,weekday_winter,967,49062,50.736297828335054,0.0,0.0,0.0,0.0
2024-01-02 04:00:00,2024-01-02,4,2024,1,Tuesday,False,winter,weekday_winter,967,49062,50.736297828335054,0.0,0.0,0.0,0.0
2024-01-02 05:00:00,2024-01-02,5,2024,1,Tuesday,False,winter,weekday_winter,967,49062,50.736297828335054,0.0,0.0,0.0,0.0
2024-01-02 06:00:00,2024-01-02,6,2024,1,Tuesday,False,winter,weekday_winter,967,49062,50.736297828335054,0.007783781882715673,7.526917080586056,6.364798445496606,6.364798445496606
2024-01-02 07:00:00,2024-01-02,7,2024,1,Tuesday,False,winter,weekday_winter,967,49062,50.736297828335054,0.016817569878023773,16.262590072048987,13.751726889260038,7.3869284437634315
2024-01-02 08:00:00,2024-01-02,8,2024,1,Tuesday,False,winter,weekday_winter,967,49062,50.736297828335054,0.03173218736669319,30.685025183592316,25.947409609745023,12.195682720484985
2024-01-02 09:00:00,2024-01-02,9,2024,1,Tuesday,False,winter,weekday_winter,967,49062,50.736297828335054,0.052655734511452,50.918095272574085,43.0565941100143,17.10918450026928
2024-01-02 10:00:00,2024-01-02,10,2024,1,Tuesday,False,winter,weekday_winter,967,49062,50.736297828335054,0.07746909318682846,74.91261311166312,63.34647749886963,20.28988338885533
2024-01-02 11:00:00,2024-01-02,11,2024,1,Tuesday,False,winter,weekday_winter,967,49062,50.736297828335054,0.10190387699749258,98.54104905657532,83.32680022084968,19.980322721980045
2024-01-02 12:00:00,2024-01-02,12,2024,1,Tuesday,False,winter,weekday_winter,967,49062,50.736297828335054,0.12072108903148655,116.73729309344749,98.71363450104654,15.386834280196865
2024-01-02 13:00:00,2024-01-02,13,2024,1,Tuesday,False,winter,weekday_winter,967,49062,50.736297828335054,0.1293905760623905,125.1206870523316,105.8026740462167,7.089039545170152
2024-01-02 14:00:00,2024-01-02,14,2024,1,Tuesday,False,winter,weekday_winter,967,49062,50.736297828335054,0.1256000383660615,121.45523709998149,102.7031513719285,-3.0995226742881954
2024-01-02 15:00:00,2024-01-02,15,2024,1,Tuesday,False,winter,weekday_winter,967,49062,50.736297828335054,0.1101580717069006,106.52285534057289,90.07625523473263,-12.626896137195871
2024-01-02 16:00:00,2024-01-02,16,2024,1,Tuesday,False,winter,weekday_winter,967,49062,50.736297828335054,0.08689574171043071,84.0281822339865,71.0546479966192,-19.021607238113432
2024-01-02 17:00:00,2024-01-02,17,2024,1,Tuesday,False,winter,weekday_winter,967,49062,50.736297828335054,0.06132517951453098,59.30144859055146,50.145599289031985,-20.90904870758721
2024-01-02 18:00:00,2024-01-02,18,2024,1,Tuesday,False,winter,weekday_winter,967,49062,50.736297828335054,0.038531873775013936,37.26032194043847,31.50751318582889,-18.638086103203094
2024-01-02 19:00:00,2024-01-02,19,2024,1,Tuesday,False,winter,weekday_winter,967,49062,50.736297828335054,0.021470943361031867,20.762402230117814,17.556790386315758,-13.950722799513134
