datetime,date,hour,year,month,day_of_week,is_weekend,season,profile_type,daily_parking_count,daily_usage_minutes,avg_stay_minutes,hourly_share,estimated_entries,estimated_active_cars,estimated_active_cars_change
2022-01-01 00:00:00,2022-01-01,0,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.0,0.0,0.0,0.0
2022-01-01 01:00:00,2022-01-01,1,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.0,0.0,0.0,0.0
2022-01-01 02:00:00,2022-01-01,2,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.0,0.0,0.0,0.0
2022-01-01 03:00:00,2022-01-01,3,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.0,0.0,0.0,0.0
2022-01-01 04:00:00,2022-01-01,4,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.0,0.0,0.0,0.0
2022-01-01 05:00:00,2022-01-01,5,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.0,0.0,0.0,0.0
2022-01-01 06:00:00,2022-01-01,6,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.004060054716415241,4.738083854056586,3.5947047783354473,3.5947047783354473
2022-01-01 07:00:00,2022-01-01,7,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.009139971308762375,10.666346517325692,8.092378263923061,4.4976734855876135
2022-01-01 08:00:00,2022-01-01,8,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.01825302934016846,21.301285239976593,16.160927960629486,8.068549696706425
2022-01-01 09:00:00,2022-01-01,9,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.03248325236986794,37.907955515635884,28.760130260741573,12.599202300112086
2022-01-01 10:00:00,2022-01-01,10,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.05178120587736963,60.428667258890364,45.846216663725116,17.086086402983543
2022-01-01 11:00:00,2022-01-01,11,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.07434834110627124,86.76451407101854,65.82678207647412,19.980565412749
2022-01-01 12:00:00,2022-01-01,12,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.09665890524129285,112.80094241658875,85.58018371888666,19.75340164241254
2022-01-01 13:00:00,2022-01-01,13,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.11426971494516516,133.35275734100773,101.17250111720014,15.592317398313483
2022-01-01 14:00:00,2022-01-01,14,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.12315627376898818,143.7233714884092,109.04051219049933,7.868011073299186
2022-01-01 15:00:00,2022-01-01,15,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.12107765325366525,141.29762134702736,107.20013622990766,-1.8403759605916719
2022-01-01 16:00:00,2022-01-01,16,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.10844236086083335,126.55223512459251,96.01305893350083,-11.187077296406827
2022-01-01 17:00:00,2022-01-01,17,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.08825746705298823,102.99646405083726,78.14169037093156,-17.871368562569273
2022-01-01 18:00:00,2022-01-01,18,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.06506754640594199,75.93382665573431,57.60972112871428,-20.53196924221728
2022-01-01 19:00:00,2022-01-01,19,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.04332087483876642,50.55546093684041,38.35558056766314,-19.254140561051138
2022-01-01 20:00:00,2022-01-01,20,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.025977044160987794,30.315210535872755,22.999641949402577,-15.355938618260563
2022-01-01 21:00:00,2022-01-01,21,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.014000011964665765,16.338013962764947,12.395377259982324,-10.604264689420253
2022-01-01 22:00:00,2022-01-01,22,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.006770858019598214,7.901591308871116,5.994804842918599,-6.400572417063724
2022-01-01 23:00:00,2022-01-01,23,2022,1,Saturday,True,winter,weekend_winter,1167,53123,45.520994001713795,0.00293543476825201,3.4256523745500957,2.5989850198975253,-3.395819823021074
2022-01-02 00:00:00,2022-01-02,0,2022,1,Sunday,True,winter,weekend_winter,939,47775,50.87859424920128,0.0,0.0,0.0,0.0
2022-01-02 01:00:00,2022-01-02,1,2022,1,Sunday,True,winter,weekend_winter,939,47775,50.87859424920128,0.0,0.0,0.0,0.0
2022-01-02 02:00:00,2022-01-02,2,2022,1,Sunday,True,winter,weekend_winter,939,47775,50.87859424920128,0.0,0.0,0.0,0.0
2022-01-02 03:00:00,2022-01-02,3,2022,1,Sunday,True,winter,weekend_winter,939,47775,50.87859424920128,0.0,0.0,0.0,0.0
2022-01-02 04:00:00,2022-01-02,4,2022,1,Sunday,True,winter,weekend_winter,939,47775,50.87859424920128,0.0,0.0,0.0,0.0
2022-01-02 05:00:00,2022-01-02,5,2022,1,Sunday,True,winter,weekend_winter,939,47775,50.87859424920128,0.0,0.0,0.0,0.0
2022-01-02 06:00:00,2022-01-02,6,2022,1,Sunday,True,winter,weekend_winter,939,47775,50.87859424920128,0.004060054716415241,3.812391378713911,3.232818567945636,3.232818567945636
2022-01-02 07:00:00,2022-01-02,7,2022,1,Sunday,True,winter,weekend_winter,939,47775,50.87859424920128,0.009139971308762375,8.58243305892787,7.277702154602042,4.044883586656406
2022-01-02 08:00:00,2022-01-02,8,2022,1,Sunday,True,winter,weekend_winter,939,47775,50.87859424920128,0.01825302934016846,17.139594550418185,14.533974612109137,7.256272457507095
2022-01-02 09:00:00,2022-01-02,9,2022,1,Sunday,True,winter,weekend_winter,939,47775,50.87859424920128,0.03248325236986794,30.501773975305994,25.864789699507348,11.33081508739821
2022-01-02 10:00:00,2022-01-02,10,2022,1,Sunday,True,winter,weekend_winter,939,47775,50.87859424920128,0.05178120587736963,48.62255231885008,41.230785179855566,15.365995480348218
2022-01-02 11:00:00,2022-01-02,11,2022,1,Sunday,True,winter,weekend_winter,939,47775,50.87859424920128,0.07434834110627124,69.81309229878869,59.19986660586847,17.969081426012906
2022-01-02 12:00:00,2022-01-02,12,2022,1,Sunday,True,winter,weekend_winter,939,47775,50.87859424920128,0.09665890524129285,90.76271202157399,76.96465329837943,17.76478669251096
2022-01-02 13:00:00,2022-01-02,13,2022,1,Sunday,True,winter,weekend_winter,939,47775,50.87859424920128,0.11426971494516516,107.29926233351009,90.98726052508776,14.022607226708331
2022-01-02 14:00:00,2022-01-02,14,2022,1,Sunday,True,winter,weekend_winter,939,47775,50.87859424920128,0.12315627376898818,115.6437410690799,98.06318298855683,7.07592246346907
2022-01-02 15:00:00,2022-01-02,15,2022,1,Sunday,True,winter,weekend_winter,939,47775,50.87859424920128,0.12107765325366525,113.69191640519166,96.40808140323095,-1.6551015853258804
2022-01-02 16:00:00,2022-01-02,16,2022,1,Sunday,True,winter,weekend_winter,939,47775,50.87859424920128,0.10844236086083335,101.82737684832252,86.34722983543855,-10.060851567792398
2022-01-02 17:00:00,2022-01-02,17,2022,1,Sunday,True,winter,weekend_winter,939,47775,50.87859424920128,0.08825746705298823,82.87376156275594,70.27500814094188,-16.072221694496676
2022-01-02 18:00:00,2022-01-02,18,2022,1,Sunday,True,winter,weekend_winter,939,47775,50.87859424920128,0.06506754640594199,61.09842607517953,51.81003382573131,-18.46497431521057
2022-01-02 19:00:00,2022-01-02,19,2022,1,Sunday,True,winter,weekend_winter,939,47775,50.87859424920128,0.04332087483876642,40.67830147360167,34.494246590367766,-17.315787235363544
2022-01-02 20:00:00,2022-01-02,20,2022,1,Sunday,True,winter,weekend_winter,939,47775,50.87859424920128,0.025977044160987794,24.39244446716754,20.68422141318653,-13.810025177181235
2022-01-02 21:00:00,2022-01-02,21,2022,1,Sunday,True,winter,weekend_winter,939,47775,50.87859424920128,0.014000011964665765,13.146011234821154,11.147509526865116,-9.536711886321415
2022-01-02 22:00:00,2022-01-02,22,2022,1,Sunday,True,winter,weekend_winter,939,47775,50.87859424920128,0.006770858019598214,6.357835680402723,5.391295698105078,-5.756213828760038
2022-01-02 23:00:00,2022-01-02,23,2022,1,Sunday,True,winter,weekend_winter,939,47775,50.87859424920128,0.00293543476825201,2.7563732473886375,2.337339934220663,-3.053955763884415
2022-01-03 00:00:00,2022-01-03,0,2022,1,Monday,False,winter,weekday_winter,982,38073,38.770875763747455,0.0,0.0,0.0,0.0
2022-01-03 01:00:00,2022-01-03,1,2022,1,Monday,False,winter,weekday_winter,982,38073,38.770875763747455,0.0,0.0,0.0,0.0
2022-01-03 02:00:00,2022-01-03,2,2022,1,Monday,False,winter,weekday_winter,982,38073,38.770875763747455,0.0,0.0,0.0,0.0
2022-01-03 03:00:00,2022-01-03,3,2022,1,Monday,False,winter,weekday_winter,982,38073,38.770875763747455,0.0,0.0,0.0,0.0
2022-01-03 04:00:00,2022-01-03,4,2022,1,Monday,False,winter,weekday_winter,982,38073,38.770875763747455,0.0,0.0,0.0,0.0
2022-01-03 05:00:00,2022-01-03,5,2022,1,Monday,False,winter,weekday_winter,982,38073,38.770875763747455,0.0,0.0,0.0,0.0
2022-01-03 06:00:00,2022-01-03,6,2022,1,Monday,False,winter,weekday_winter,982,38073,38.770875763747455,0.007783781882715673,7.643673808826791,4.939198793677231,4.939198793677231
2022-01-03 07:00:00,2022-01-03,7,2022,1,Monday,False,winter,weekday_winter,982,38073,38.770875763747455,0.016817569878023773,16.514853620219345,10.671588966099986,5.732390172422755
2022-01-03 08:00:00,2022-01-03,8,2022,1,Monday,False,winter,weekday_winter,982,38073,38.770875763747455,0.03173218736669319,31.161007994092714,20.135659493535165,9.46407052743518
2022-01-03 09:00:00,2022-01-03,9,2022,1,Monday,False,winter,weekday_winter,982,38073,38.770875763747455,0.052655734511452,51.70793129024587,33.41269633424187,13.277036840706707
2022-01-03 10:00:00,2022-01-03,10,2022,1,Monday,False,winter,weekday_winter,982,38073,38.770875763747455,0.07746909318682846,76.07464950946554,49.158013081701995,15.745316747460123
2022-01-03 11:00:00,2022-01-03,11,2022,1,Monday,False,winter,weekday_winter,982,38073,38.770875763747455,0.10190387699749258,100.06960721153771,64.66310514875892,15.505092067056921
2022-01-03 12:00:00,2022-01-03,12,2022,1,Monday,False,winter,weekday_winter,982,38073,38.770875763747455,0.12072108903148655,118.5481094289198,76.60356704492979,11.940461896170874
2022-01-03 13:00:00,2022-01-03,13,2022,1,Monday,False,winter,weekday_winter,982,38073,38.770875763747455,0.1293905760623905,127.06154569326746,82.10479004038989,5.501222995460097
