model_name,alpha,rmse,mae,r2
weighted_core,1000.0,59.606480523031884,30.051969779167038,0.7253604605059669
weighted_extended,1000.0,56.55830948743716,28.0492943923476,0.7527314152601912
weather_only_extended,100.0,55.19739344145245,28.02211687897339,0.7644878904665392
weather_only_simple_forecast,100.0,55.18821895462909,27.97454768136592,0.7645661739883957
weather_only_extended_final,100.0,55.07471014650259,27.929813279787957,0.7655336388307662
