datetime,date,hour,year,month,day,weather_code_label,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,visibility,wind_speed_10m,wind_direction_10m,wind_gusts_10m,shortwave_radiation,direct_radiation,diffuse_radiation,sunshine_duration
2023-01-02T01:00,2023-01-02,1,2023,1,2,대체로 맑음,-6.2,54,-14.1,-11.4,0.0,0.0,0.0,0.04,1,1033.5,1029.1,36,0,1,36,,12.0,319,20.2,0.0,0.0,0.0,0.0
2023-01-02T02:00,2023-01-02,2,2023,1,2,대체로 맑음,-6.4,53,-14.4,-11.7,0.0,0.0,0.0,0.04,1,1033.3,1028.9,48,0,4,48,,12.0,316,19.8,0.0,0.0,0.0,0.0
2023-01-02T03:00,2023-01-02,3,2023,1,2,맑음,-6.9,53,-15.0,-12.2,0.0,0.0,0.0,0.04,0,1033.2,1028.8,17,0,0,17,,11.7,313,19.8,0.0,0.0,0.0,0.0
2023-01-02T04:00,2023-01-02,4,2023,1,2,맑음,-7.4,53,-15.4,-12.6,0.0,0.0,0.0,0.04,0,1033.3,1028.9,3,0,1,2,,11.1,306,19.4,0.0,0.0,0.0,0.0
2023-01-02T05:00,2023-01-02,5,2023,1,2,맑음,-7.8,53,-15.8,-12.9,0.0,0.0,0.0,0.04,0,1033.0,1028.6,17,0,3,17,,10.1,305,18.0,0.0,0.0,0.0,0.0
2023-01-02T06:00,2023-01-02,6,2023,1,2,흐림,-8.2,53,-16.1,-13.3,0.0,0.0,0.0,0.04,3,1032.9,1028.5,93,0,2,93,,9.8,306,16.2,0.0,0.0,0.0,0.0
2023-01-02T07:00,2023-01-02,7,2023,1,2,대체로 맑음,-8.2,51,-16.5,-13.3,0.0,0.0,0.0,0.04,1,1033.0,1028.6,22,0,2,21,,9.8,306,15.8,0.0,0.0,0.0,0.0
2023-01-02T08:00,2023-01-02,8,2023,1,2,맑음,-8.5,51,-16.9,-13.6,0.0,0.0,0.0,0.04,0,1033.2,1028.8,2,0,1,1,,9.5,307,15.8,1.0,0.0,1.0,0.0
2023-01-02T09:00,2023-01-02,9,2023,1,2,맑음,-7.8,49,-16.8,-12.2,0.0,0.0,0.0,0.04,0,1034.4,1030.0,2,0,0,1,,4.6,309,17.3,74.0,38.0,36.0,3600.0
2023-01-02T10:00,2023-01-02,10,2023,1,2,맑음,-5.9,38,-17.9,-11.0,0.0,0.0,0.0,0.04,0,1034.7,1030.3,0,0,0,0,,8.9,310,19.8,229.0,155.0,74.0,3600.0
2023-01-02T11:00,2023-01-02,11,2023,1,2,맑음,-4.5,33,-18.4,-9.9,0.0,0.0,0.0,0.04,0,1034.6,1030.3,0,0,0,0,,11.2,310,24.8,370.0,277.0,93.0,3600.0
2023-01-02T12:00,2023-01-02,12,2023,1,2,맑음,-3.3,30,-18.4,-8.9,0.0,0.0,0.0,0.04,0,1033.5,1029.2,0,0,0,0,,12.3,308,27.0,466.0,363.0,103.0,3600.0
2023-01-02T13:00,2023-01-02,13,2023,1,2,맑음,-2.5,33,-16.6,-8.2,0.0,0.0,0.0,0.04,0,1032.7,1028.4,0,0,0,0,,13.5,304,28.1,503.0,397.0,106.0,3600.0
2023-01-02T14:00,2023-01-02,14,2023,1,2,맑음,-2.0,34,-15.9,-7.5,0.0,0.0,0.0,0.04,0,1031.4,1027.1,0,0,0,0,,13.2,305,28.4,478.0,374.0,104.0,3600.0
2023-01-02T15:00,2023-01-02,15,2023,1,2,맑음,-1.8,33,-15.8,-7.4,0.0,0.0,0.0,0.04,0,1030.8,1026.5,0,0,0,0,,13.6,302,27.0,394.0,299.0,95.0,3600.0
2023-01-02T16:00,2023-01-02,16,2023,1,2,맑음,-2.2,34,-15.8,-7.8,0.0,0.0,0.0,0.03,0,1030.7,1026.4,0,0,0,0,,13.5,299,26.6,261.0,183.0,78.0,3600.0
2023-01-02T17:00,2023-01-02,17,2023,1,2,맑음,-3.6,41,-14.9,-8.6,0.0,0.0,0.0,0.03,0,1031.1,1026.8,0,0,0,0,,9.6,283,24.5,105.0,58.0,47.0,3600.0
2023-01-02T18:00,2023-01-02,18,2023,1,2,맑음,-5.6,50,-14.2,-10.3,0.0,0.0,0.0,0.03,0,1031.3,1027.0,0,0,0,0,,8.3,272,15.8,5.0,1.0,4.0,0.0
2023-01-02T19:00,2023-01-02,19,2023,1,2,맑음,-6.1,54,-13.8,-11.1,0.0,0.0,0.0,0.03,0,1031.8,1027.5,0,0,0,0,,10.3,282,16.6,0.0,0.0,0.0,0.0
2023-01-02T20:00,2023-01-02,20,2023,1,2,맑음,-6.7,56,-13.9,-11.8,0.0,0.0,0.0,0.03,0,1032.3,1027.9,0,0,0,0,,10.6,298,18.0,0.0,0.0,0.0,0.0
2023-01-02T21:00,2023-01-02,21,2023,1,2,맑음,-7.6,62,-13.6,-12.2,0.0,0.0,0.0,0.03,0,1032.9,1028.5,0,0,0,0,,7.8,326,17.6,0.0,0.0,0.0,0.0
2023-01-02T22:00,2023-01-02,22,2023,1,2,맑음,-7.4,60,-13.9,-12.5,0.0,0.0,0.0,0.03,0,1033.2,1028.8,0,0,0,0,,10.2,328,16.6,0.0,0.0,0.0,0.0
2023-01-02T23:00,2023-01-02,23,2023,1,2,맑음,-7.9,62,-13.9,-12.6,0.0,0.0,0.0,0.03,0,1033.2,1028.8,0,0,0,0,,8.0,324,16.2,0.0,0.0,0.0,0.0
2023-01-03T00:00,2023-01-03,0,2023,1,3,맑음,-8.1,64,-13.9,-12.6,0.0,0.0,0.0,0.03,0,1032.9,1028.5,0,0,0,0,,6.5,326,13.0,0.0,0.0,0.0,0.0
2023-01-03T01:00,2023-01-03,1,2023,1,3,맑음,-8.3,64,-13.9,-12.7,0.0,0.0,0.0,0.03,0,1032.2,1027.8,0,0,0,0,,5.8,330,10.4,0.0,0.0,0.0,0.0
2023-01-03T02:00,2023-01-03,2,2023,1,3,맑음,-8.6,64,-14.1,-12.8,0.0,0.0,0.0,0.03,0,1032.0,1027.6,0,0,0,0,,4.3,294,9.0,0.0,0.0,0.0,0.0
2023-01-03T03:00,2023-01-03,3,2023,1,3,맑음,-8.8,64,-14.3,-12.8,0.0,0.0,0.0,0.03,0,1031.8,1027.4,0,0,0,0,,3.3,264,6.1,0.0,0.0,0.0,0.0
2023-01-03T04:00,2023-01-03,4,2023,1,3,맑음,-8.8,63,-14.6,-12.9,0.0,0.0,0.0,0.03,0,1031.6,1027.2,0,0,0,0,,4.0,270,6.1,0.0,0.0,0.0,0.0
2023-01-03T05:00,2023-01-03,5,2023,1,3,맑음,-8.8,60,-15.1,-13.0,0.0,0.0,0.0,0.03,0,1031.5,1027.1,0,0,0,0,,4.3,275,6.8,0.0,0.0,0.0,0.0
2023-01-03T06:00,2023-01-03,6,2023,1,3,맑음,-8.9,60,-15.2,-13.2,0.0,0.0,0.0,0.03,0,1031.5,1027.1,0,0,0,0,,5.2,282,6.8,0.0,0.0,0.0,0.0
2023-01-03T07:00,2023-01-03,7,2023,1,3,맑음,-8.6,59,-15.1,-13.1,0.0,0.0,0.0,0.03,0,1031.7,1027.3,0,0,0,0,,5.8,274,8.3,0.0,0.0,0.0,0.0
2023-01-03T08:00,2023-01-03,8,2023,1,3,맑음,-8.5,59,-15.1,-12.8,0.0,0.0,0.0,0.03,0,1031.8,1027.4,0,0,0,0,,4.9,253,7.2,1.0,0.0,1.0,0.0
2023-01-03T09:00,2023-01-03,9,2023,1,3,맑음,-9.1,54,-16.7,-13.4,0.0,0.0,0.0,0.03,0,1032.8,1028.4,0,0,0,0,,4.6,72,10.1,75.0,39.0,36.0,3600.0
2023-01-03T10:00,2023-01-03,10,2023,1,3,맑음,-6.4,39,-18.2,-10.6,0.0,0.0,0.0,0.03,0,1033.0,1028.6,0,0,0,0,,2.6,16,12.2,231.0,157.0,74.0,3600.0
2023-01-03T11:00,2023-01-03,11,2023,1,3,맑음,-4.3,32,-18.5,-8.9,0.0,0.0,0.0,0.03,0,1032.8,1028.5,0,0,0,0,,5.1,321,15.8,373.0,280.0,93.0,3600.0
2023-01-03T12:00,2023-01-03,12,2023,1,3,맑음,-2.7,29,-18.2,-7.8,0.0,0.0,0.0,0.03,0,1031.9,1027.6,0,0,0,0,,9.2,309,21.6,469.0,367.0,102.0,3600.0
2023-01-03T13:00,2023-01-03,13,2023,1,3,맑음,-1.5,26,-18.4,-7.0,0.0,0.0,0.0,0.03,0,1031.0,1026.7,0,0,0,0,,11.6,306,25.6,508.0,403.0,105.0,3600.0
2023-01-03T14:00,2023-01-03,14,2023,1,3,맑음,-0.9,25,-18.5,-6.5,0.0,0.0,0.0,0.03,0,1029.9,1025.6,0,0,0,0,,12.4,306,26.3,484.0,381.0,103.0,3600.0
2023-01-03T15:00,2023-01-03,15,2023,1,3,맑음,-1.0,27,-17.5,-6.5,0.0,0.0,0.0,0.03,0,1029.4,1025.1,0,0,0,0,,12.2,304,26.3,400.0,305.0,95.0,3600.0
2023-01-03T16:00,2023-01-03,16,2023,1,3,맑음,-1.6,31,-16.6,-6.9,0.0,0.0,0.0,0.03,0,1029.2,1024.9,0,0,0,0,,10.9,297,24.5,266.0,187.0,79.0,3600.0
2023-01-03T17:00,2023-01-03,17,2023,1,3,맑음,-3.5,37,-16.1,-8.2,0.0,0.0,0.0,0.03,0,1029.4,1025.1,0,0,0,0,,6.9,276,20.5,108.0,61.0,47.0,3600.0
2023-01-03T18:00,2023-01-03,18,2023,1,3,맑음,-5.5,44,-15.9,-10.6,0.0,0.0,0.0,0.03,0,1029.8,1025.5,0,0,0,0,,9.8,278,14.8,6.0,1.0,5.0,0.0
2023-01-03T19:00,2023-01-03,19,2023,1,3,맑음,-6.1,45,-15.9,-11.1,0.0,0.0,0.0,0.03,0,1030.3,1026.0,0,0,0,0,,9.7,292,16.6,0.0,0.0,0.0,0.0
2023-01-03T20:00,2023-01-03,20,2023,1,3,맑음,-6.9,49,-15.9,-11.6,0.0,0.0,0.0,0.03,0,1030.6,1026.2,0,0,0,0,,7.6,295,15.8,0.0,0.0,0.0,0.0
2023-01-03T21:00,2023-01-03,21,2023,1,3,맑음,-8.1,53,-15.9,-13.2,0.0,0.0,0.0,0.03,0,1031.2,1026.8,3,0,0,0,,9.8,332,12.2,0.0,0.0,0.0,0.0
2023-01-03T22:00,2023-01-03,22,2023,1,3,맑음,-7.2,52,-15.3,-11.5,0.0,0.0,0.0,0.03,0,1031.1,1026.7,0,0,0,0,,5.1,356,11.9,0.0,0.0,0.0,0.0
2023-01-03T23:00,2023-01-03,23,2023,1,3,맑음,-7.3,54,-14.9,-11.4,0.0,0.0,0.0,0.03,0,1030.9,1026.5,0,0,0,0,,3.9,34,6.8,0.0,0.0,0.0,0.0
2023-01-04T00:00,2023-01-04,0,2023,1,4,맑음,-7.2,58,-14.1,-11.3,0.0,0.0,0.0,0.03,0,1031.1,1026.7,19,19,0,0,,3.6,53,6.1,0.0,0.0,0.0,0.0
2023-01-04T01:00,2023-01-04,1,2023,1,4,대체로 맑음,-6.9,60,-13.4,-11.0,0.0,0.0,0.0,0.03,1,1030.9,1026.5,31,31,0,0,,3.8,73,5.4,0.0,0.0,0.0,0.0
2023-01-04T02:00,2023-01-04,2,2023,1,4,맑음,-6.8,64,-12.5,-10.9,0.0,0.0,0.0,0.03,0,1030.6,1026.2,14,14,0,0,,4.8,77,7.2,0.0,0.0,0.0,0.0
2023-01-04T03:00,2023-01-04,3,2023,1,4,맑음,-6.9,68,-11.9,-11.0,0.0,0.0,0.0,0.03,0,1030.5,1026.1,10,10,0,0,,4.4,81,7.6,0.0,0.0,0.0,0.0
2023-01-04T04:00,2023-01-04,4,2023,1,4,대체로 맑음,-7.2,70,-11.8,-11.1,0.0,0.0,0.0,0.03,1,1030.2,1025.8,28,28,0,0,,3.3,96,6.1,0.0,0.0,0.0,0.0
2023-01-04T05:00,2023-01-04,5,2023,1,4,흐림,-7.2,71,-11.6,-11.1,0.0,0.0,0.0,0.03,3,1030.3,1025.9,92,92,0,0,,3.7,101,5.8,0.0,0.0,0.0,0.0
2023-01-04T06:00,2023-01-04,6,2023,1,4,흐림,-6.9,70,-11.4,-10.7,0.0,0.0,0.0,0.03,3,1030.6,1026.2,86,86,0,0,,2.7,113,7.2,0.0,0.0,0.0,0.0
2023-01-04T07:00,2023-01-04,7,2023,1,4,맑음,-6.7,70,-11.3,-10.3,0.0,0.0,0.0,0.03,0,1031.0,1026.6,0,0,0,0,,2.3,129,6.1,0.0,0.0,0.0,0.0
2023-01-04T08:00,2023-01-04,8,2023,1,4,맑음,-7.3,73,-11.3,-10.9,0.0,0.0,0.0,0.03,0,1031.1,1026.7,0,0,0,0,,1.5,135,5.4,1.0,0.0,1.0,0.0
2023-01-04T09:00,2023-01-04,9,2023,1,4,맑음,-7.1,66,-12.4,-11.7,0.0,0.0,0.0,0.03,0,1031.9,1027.5,0,1,0,0,,8.3,90,7.2,71.0,36.0,35.0,3600.0
2023-01-04T10:00,2023-01-04,10,2023,1,4,맑음,-3.5,45,-13.6,-7.6,0.0,0.0,0.0,0.03,0,1032.4,1028.1,0,0,0,0,,4.5,76,15.5,220.0,144.0,76.0,3600.0
2023-01-04T11:00,2023-01-04,11,2023,1,4,맑음,-1.2,36,-14.5,-5.1,0.0,0.0,0.0,0.03,0,1032.7,1028.4,0,0,0,0,,2.3,342,13.7,357.0,262.0,95.0,3600.0
2023-01-04T12:00,2023-01-04,12,2023,1,4,맑음,0.4,35,-13.1,-3.9,0.0,0.0,0.0,0.03,0,1032.0,1027.8,0,0,0,0,,6.3,294,17.6,452.0,347.0,105.0,3600.0
2023-01-04T13:00,2023-01-04,13,2023,1,4,맑음,1.6,38,-11.1,-3.2,0.0,0.0,0.0,0.03,0,1031.2,1027.0,0,0,0,0,,10.0,300,22.7,490.0,382.0,108.0,3600.0
2023-01-04T14:00,2023-01-04,14,2023,1,4,맑음,2.0,41,-10.0,-3.0,0.0,0.0,0.0,0.03,0,1030.4,1026.2,0,0,0,0,,12.4,306,25.6,467.0,362.0,105.0,3600.0
2023-01-04T15:00,2023-01-04,15,2023,1,4,맑음,1.9,41,-10.1,-3.2,0.0,0.0,0.0,0.03,0,1030.0,1025.8,0,0,0,0,,12.3,302,25.9,386.0,290.0,96.0,3600.0
2023-01-04T16:00,2023-01-04,16,2023,1,4,맑음,1.2,40,-10.8,-3.6,0.0,0.0,0.0,0.03,0,1030.0,1025.8,0,0,0,0,,10.0,296,24.1,258.0,179.0,79.0,3600.0
2023-01-04T17:00,2023-01-04,17,2023,1,4,맑음,-2.5,54,-10.5,-7.3,0.0,0.0,0.0,0.03,0,1030.3,1026.0,0,0,0,0,,10.1,276,18.0,105.0,58.0,47.0,3600.0
2023-01-04T18:00,2023-01-04,18,2023,1,4,맑음,-4.8,73,-8.9,-9.3,0.0,0.0,0.0,0.03,0,1030.6,1026.3,0,0,0,0,,9.6,257,14.0,6.0,1.0,5.0,0.0
2023-01-04T19:00,2023-01-04,19,2023,1,4,맑음,-5.6,83,-8.1,-10.1,0.0,0.0,0.0,0.03,0,1030.9,1026.6,0,0,0,0,,10.1,274,13.0,0.0,0.0,0.0,0.0
2023-01-04T20:00,2023-01-04,20,2023,1,4,맑음,-6.2,85,-8.3,-10.9,0.0,0.0,0.0,0.03,0,1031.0,1026.7,0,0,0,0,,10.9,314,13.7,0.0,0.0,0.0,0.0
2023-01-04T21:00,2023-01-04,21,2023,1,4,맑음,-6.2,85,-8.4,-10.7,0.0,0.0,0.0,0.03,0,1031.4,1027.1,0,0,0,0,,8.8,12,13.0,0.0,0.0,0.0,0.0
2023-01-04T22:00,2023-01-04,22,2023,1,4,맑음,-5.7,80,-8.6,-9.8,0.0,0.0,0.0,0.03,0,1031.8,1027.5,0,0,0,0,,7.1,15,10.4,0.0,0.0,0.0,0.0
2023-01-04T23:00,2023-01-04,23,2023,1,4,맑음,-5.7,74,-9.6,-9.8,0.0,0.0,0.0,0.03,0,1031.9,1027.6,0,0,0,0,,6.1,40,8.6,0.0,0.0,0.0,0.0
2023-01-05T00:00,2023-01-05,0,2023,1,5,맑음,-6.1,70,-10.7,-10.3,0.0,0.0,0.0,0.03,0,1032.1,1027.8,0,0,0,0,,6.5,56,7.9,0.0,0.0,0.0,0.0
2023-01-05T01:00,2023-01-05,1,2023,1,5,맑음,-6.2,65,-11.8,-10.2,0.0,0.0,0.0,0.03,0,1032.0,1027.7,0,0,0,0,,4.0,95,7.6,0.0,0.0,0.0,0.0
2023-01-05T02:00,2023-01-05,2,2023,1,5,맑음,-6.7,68,-11.6,-10.5,0.0,0.0,0.0,0.03,0,1031.8,1027.4,0,0,0,0,,3.3,103,4.3,0.0,0.0,0.0,0.0
2023-01-05T03:00,2023-01-05,3,2023,1,5,맑음,-6.7,70,-11.3,-10.5,0.0,0.0,0.0,0.03,0,1031.9,1027.5,0,0,0,0,,3.3,84,5.0,0.0,0.0,0.0,0.0
2023-01-05T04:00,2023-01-05,4,2023,1,5,맑음,-7.0,71,-11.4,-10.9,0.0,0.0,0.0,0.03,0,1032.0,1027.6,0,0,0,0,,3.4,72,5.8,0.0,0.0,0.0,0.0
2023-01-05T05:00,2023-01-05,5,2023,1,5,맑음,-7.2,71,-11.6,-11.0,0.0,0.0,0.0,0.03,0,1031.9,1027.5,0,0,0,0,,2.9,83,5.8,0.0,0.0,0.0,0.0
2023-01-05T06:00,2023-01-05,6,2023,1,5,맑음,-7.3,71,-11.6,-11.1,0.0,0.0,0.0,0.03,0,1031.8,1027.4,0,0,0,0,,2.6,106,5.0,0.0,0.0,0.0,0.0
2023-01-05T07:00,2023-01-05,7,2023,1,5,맑음,-7.6,73,-11.6,-11.4,0.0,0.0,0.0,0.03,0,1031.9,1027.5,0,0,0,0,,3.4,108,6.1,0.0,0.0,0.0,0.0
2023-01-05T08:00,2023-01-05,8,2023,1,5,맑음,-7.7,74,-11.4,-11.6,0.0,0.0,0.0,0.03,0,1032.2,1027.8,0,0,0,0,,4.0,100,6.5,1.0,0.0,1.0,0.0
2023-01-05T09:00,2023-01-05,9,2023,1,5,맑음,-6.1,66,-11.4,-10.7,0.0,0.0,0.0,0.03,0,1032.9,1028.6,0,74,0,0,,8.6,75,12.6,72.0,37.0,35.0,3600.0
2023-01-05T10:00,2023-01-05,10,2023,1,5,흐림,-2.3,48,-11.9,-6.5,0.0,0.0,0.0,0.03,3,1033.1,1028.8,90,90,0,0,,5.1,82,16.2,172.0,64.0,108.0,3600.0
2023-01-05T11:00,2023-01-05,11,2023,1,5,부분적으로 흐림,-0.2,39,-12.4,-4.3,0.0,0.0,0.0,0.03,2,1032.9,1028.6,70,70,0,0,,4.8,63,14.4,240.0,82.0,158.0,3600.0
2023-01-05T12:00,2023-01-05,12,2023,1,5,부분적으로 흐림,1.6,37,-11.5,-2.7,0.0,0.0,0.0,0.03,2,1031.7,1027.5,57,57,0,0,,6.5,19,17.3,356.0,178.0,178.0,3600.0
2023-01-05T13:00,2023-01-05,13,2023,1,5,대체로 맑음,2.8,38,-10.1,-1.5,0.0,0.0,0.0,0.03,1,1031.0,1026.8,39,39,0,0,,6.8,342,18.0,407.0,211.0,196.0,3600.0
2023-01-05T14:00,2023-01-05,14,2023,1,5,맑음,3.4,38,-9.6,-1.0,0.0,0.0,0.0,0.03,0,1030.0,1025.8,0,0,0,0,,8.2,322,19.4,436.0,294.0,142.0,3600.0
2023-01-05T15:00,2023-01-05,15,2023,1,5,맑음,3.5,38,-9.4,-1.2,0.0,0.0,0.0,0.03,0,1029.8,1025.6,3,3,0,0,,9.7,312,20.5,391.0,298.0,93.0,3600.0
2023-01-05T16:00,2023-01-05,16,2023,1,5,맑음,2.8,41,-9.2,-1.8,0.0,0.0,0.0,0.03,0,1030.5,1026.3,1,0,0,1,,9.4,293,20.2,258.0,179.0,79.0,3600.0
2023-01-05T17:00,2023-01-05,17,2023,1,5,맑음,-1.1,54,-9.2,-5.7,0.0,0.0,0.0,0.03,0,1030.6,1026.3,13,0,0,13,,9.4,270,16.6,107.0,59.0,48.0,3600.0
2023-01-05T18:00,2023-01-05,18,2023,1,5,흐림,-3.8,69,-8.8,-8.5,0.0,0.0,0.0,0.03,3,1030.6,1026.3,84,0,0,84,,10.4,256,11.9,6.0,2.0,4.0,0.0
2023-01-05T19:00,2023-01-05,19,2023,1,5,흐림,-2.5,66,-8.0,-6.7,0.0,0.0,0.0,0.03,3,1030.4,1026.1,100,0,0,100,,8.3,270,12.2,0.0,0.0,0.0,0.0
2023-01-05T20:00,2023-01-05,20,2023,1,5,흐림,-2.3,64,-8.1,-5.9,0.0,0.0,0.0,0.03,3,1029.8,1025.5,85,0,0,85,,2.9,60,9.4,0.0,0.0,0.0,0.0
2023-01-05T21:00,2023-01-05,21,2023,1,5,대체로 맑음,-5.7,73,-9.7,-9.5,0.0,0.0,0.0,0.03,1,1030.0,1025.7,40,0,0,67,,3.6,96,4.0,0.0,0.0,0.0,0.0
2023-01-05T22:00,2023-01-05,22,2023,1,5,대체로 맑음,-5.5,74,-9.4,-9.1,0.0,0.0,0.0,0.03,1,1030.4,1026.1,27,0,0,27,,2.4,117,4.7,0.0,0.0,0.0,0.0
2023-01-05T23:00,2023-01-05,23,2023,1,5,흐림,-5.6,77,-9.0,-9.1,0.0,0.0,0.0,0.03,3,1030.4,1026.1,91,0,0,91,,1.9,112,4.7,0.0,0.0,0.0,0.0
2023-01-06T00:00,2023-01-06,0,2023,1,6,부분적으로 흐림,-5.8,78,-9.0,-9.4,0.0,0.0,0.0,0.03,2,1030.2,1025.9,65,0,0,65,,3.3,96,6.8,0.0,0.0,0.0,0.0
