model_name,alpha,split,rmse,mae,r2
weighted_core,0.001,train,16.38004660565203,9.752757685488758,0.6459288974917721
weighted_core,0.001,valid,15.68376018119588,9.319451776708876,0.6409259240677958
weighted_core,0.001,test,16.820865502385537,9.544162284453844,0.6064174465984569
weighted_extended,100.0,train,14.282263646911304,8.255464928636977,0.7308128598021717
weighted_extended,100.0,valid,13.735283295448577,8.090950325171388,0.724603188138734
weighted_extended,100.0,test,15.23888373001345,8.731276068294505,0.676968054247156
