model_name,alpha,split,rmse,mae,r2
weather_only_extended,100.0,test,12.994785248697474,7.124580811860003,0.7651030509931551
weighted_core,0.001,test,13.154950327009713,6.99181412297239,0.7592769998261736
weighted_extended,100.0,test,13.136499966086252,7.500985494561945,0.759951774186187
weather_only_extended,100.0,train,12.135675885403769,6.780442912482439,0.8057234229277263
weighted_core,0.001,train,12.644233901915491,7.107290457371641,0.7890995300875957
weighted_extended,100.0,train,12.229810608069839,6.994252430587656,0.8026977816271244
weather_only_extended,100.0,valid,11.905478797124616,6.762662364559452,0.7935690416094403
weighted_core,0.001,valid,12.45116428432801,6.957511843514974,0.7742119131236702
weighted_extended,100.0,valid,11.99507206464755,7.044453914924359,0.7904504077941861
