date,year,month,day,day_of_week,is_weekend,is_holiday,holiday_name,is_substitute_holiday,is_holiday_or_weekend,is_long_weekend,daily_parking_count,daily_usage_minutes,avg_stay_minutes
2023-06-13,2023,6,13,Tuesday,False,False,,False,False,False,1631,102021,62.55
2023-06-14,2023,6,14,Wednesday,False,False,,False,False,False,1703,125092,73.45
2023-06-15,2023,6,15,Thursday,False,False,,False,False,False,2071,151242,73.03
2023-06-16,2023,6,16,Friday,False,False,,False,False,False,2338,146068,62.48
2023-06-17,2023,6,17,Saturday,True,False,,False,True,False,3966,358951,90.51
2023-06-18,2023,6,18,Sunday,True,False,,False,True,False,3819,385582,100.96
2023-06-19,2023,6,19,Monday,False,False,,False,False,False,1837,107328,58.43
2023-06-20,2023,6,20,Tuesday,False,False,,False,False,False,1708,102143,59.8
2023-06-21,2023,6,21,Wednesday,False,False,,False,False,False,1603,86635,54.05
2023-06-22,2023,6,22,Thursday,False,False,,False,False,False,1920,115608,60.21
2023-06-23,2023,6,23,Friday,False,False,,False,False,False,2246,118719,52.86
2023-06-24,2023,6,24,Saturday,True,False,,False,True,False,2812,283710,100.89
2023-06-25,2023,6,25,Sunday,True,False,,False,True,False,2562,286263,111.73
2023-06-26,2023,6,26,Monday,False,False,,False,False,False,1277,57799,45.26
2023-06-27,2023,6,27,Tuesday,False,False,,False,False,False,1675,112004,66.87
2023-06-28,2023,6,28,Wednesday,False,False,,False,False,False,1656,102137,61.68
2023-06-29,2023,6,29,Thursday,False,False,,False,False,False,1191,65687,55.15
2023-06-30,2023,6,30,Friday,False,False,,False,False,False,1731,94452,54.56
2023-07-01,2023,7,1,Saturday,True,False,,False,True,False,2589,247330,95.53
2023-07-02,2023,7,2,Sunday,True,False,,False,True,False,2178,228384,104.86
2023-07-03,2023,7,3,Monday,False,False,,False,False,False,1733,96318,55.58
2023-07-04,2023,7,4,Tuesday,False,False,,False,False,False,1237,59117,47.79
2023-07-05,2023,7,5,Wednesday,False,False,,False,False,False,1567,86231,55.03
2023-07-06,2023,7,6,Thursday,False,False,,False,False,False,1698,94709,55.78
2023-07-07,2023,7,7,Friday,False,False,,False,False,False,1913,101622,53.12
2023-07-08,2023,7,8,Saturday,True,False,,False,True,False,2528,245536,97.13
2023-07-09,2023,7,9,Sunday,True,False,,False,True,False,1537,104915,68.26
2023-07-10,2023,7,10,Monday,False,False,,False,False,False,1556,86952,55.88
2023-07-11,2023,7,11,Tuesday,False,False,,False,False,False,731,30912,42.29
2023-07-12,2023,7,12,Wednesday,False,False,,False,False,False,1408,89946,63.88
2023-07-13,2023,7,13,Thursday,False,False,,False,False,False,1052,61155,58.13
2023-07-14,2023,7,14,Friday,False,False,,False,False,False,1078,59925,55.59
2023-07-15,2023,7,15,Saturday,True,False,,False,True,False,1178,72051,61.16
2023-07-16,2023,7,16,Sunday,True,False,,False,True,False,1197,68616,57.32
2023-07-17,2023,7,17,Monday,False,False,,False,False,False,1210,61396,50.74
2023-07-18,2023,7,18,Tuesday,False,False,,False,False,False,1261,60967,48.35
2023-07-19,2023,7,19,Wednesday,False,False,,False,False,False,1342,73468,54.75
2023-07-20,2023,7,20,Thursday,False,False,,False,False,False,925,60355,65.25
2023-07-21,2023,7,21,Friday,False,False,,False,False,False,1668,79671,47.76
2023-07-22,2023,7,22,Saturday,True,False,,False,True,False,1642,151177,92.07
2023-07-23,2023,7,23,Sunday,True,False,,False,True,False,818,49834,60.92
2023-07-24,2023,7,24,Monday,False,False,,False,False,False,1291,79272,61.4
2023-07-25,2023,7,25,Tuesday,False,False,,False,False,False,1380,95913,69.5
2023-07-26,2023,7,26,Wednesday,False,False,,False,False,False,1380,88156,63.88
2023-07-27,2023,7,27,Thursday,False,False,,False,False,False,1730,138079,79.81
2023-07-28,2023,7,28,Friday,False,False,,False,False,False,1664,121138,72.8
2023-07-29,2023,7,29,Saturday,True,False,,False,True,False,1962,186754,95.19
2023-07-30,2023,7,30,Sunday,True,False,,False,True,False,1699,187779,110.52
2023-07-31,2023,7,31,Monday,False,False,,False,False,False,1282,111358,86.86
2023-08-01,2023,8,1,Tuesday,False,False,,False,False,False,1484,107475,72.42
2023-08-02,2023,8,2,Wednesday,False,False,,False,False,False,1527,119349,78.16
2023-08-03,2023,8,3,Thursday,False,False,,False,False,False,1485,109285,73.59
2023-08-04,2023,8,4,Friday,False,False,,False,False,False,1620,107648,66.45
2023-08-05,2023,8,5,Saturday,True,False,,False,True,False,1987,173790,87.46
2023-08-06,2023,8,6,Sunday,True,False,,False,True,False,1731,174592,100.86
2023-08-07,2023,8,7,Monday,False,False,,False,False,False,1399,81211,58.05
2023-08-08,2023,8,8,Tuesday,False,False,,False,False,False,1556,105304,67.68
2023-08-09,2023,8,9,Wednesday,False,False,,False,False,False,740,35295,47.7
2023-08-10,2023,8,10,Thursday,False,False,,False,False,False,812,56163,69.17
2023-08-11,2023,8,11,Friday,False,False,,False,False,False,1168,76176,65.22
2023-08-12,2023,8,12,Saturday,True,False,,False,True,False,1768,129182,73.07
2023-08-13,2023,8,13,Sunday,True,False,,False,True,False,2121,224316,105.76
2023-08-14,2023,8,14,Monday,False,False,,False,False,False,1664,141455,85.01
2023-08-15,2023,8,15,Tuesday,False,True,광복절,False,True,False,2294,273047,119.03
2023-08-16,2023,8,16,Wednesday,False,False,,False,False,False,1430,87894,61.46
2023-08-17,2023,8,17,Thursday,False,False,,False,False,False,1489,90029,60.46
2023-08-18,2023,8,18,Friday,False,False,,False,False,False,1654,106050,64.12
2023-08-19,2023,8,19,Saturday,True,False,,False,True,False,2195,203765,92.83
2023-08-20,2023,8,20,Sunday,True,False,,False,True,False,2028,219332,108.15
2023-08-21,2023,8,21,Monday,False,False,,False,False,False,1495,75918,50.78
2023-08-22,2023,8,22,Tuesday,False,False,,False,False,False,1120,64906,57.95
2023-08-23,2023,8,23,Wednesday,False,False,,False,False,False,1101,70180,63.74
2023-08-24,2023,8,24,Thursday,False,False,,False,False,False,1304,82454,63.23
2023-08-25,2023,8,25,Friday,False,False,,False,False,False,1988,102128,51.37
2023-08-26,2023,8,26,Saturday,True,False,,False,True,False,2138,171554,80.24
2023-08-27,2023,8,27,Sunday,True,False,,False,True,False,1999,192125,96.11
2023-08-28,2023,8,28,Monday,False,False,,False,False,False,1393,66486,47.73
2023-08-29,2023,8,29,Tuesday,False,False,,False,False,False,1273,67342,52.9
2023-08-30,2023,8,30,Wednesday,False,False,,False,False,False,1424,85628,60.13
2023-08-31,2023,8,31,Thursday,False,False,,False,False,False,1966,129149,65.69
2023-09-01,2023,9,1,Friday,False,False,,False,False,False,2137,144601,67.67
2023-09-02,2023,9,2,Saturday,True,False,,False,True,False,3905,404509,103.59
2023-09-03,2023,9,3,Sunday,True,False,,False,True,False,3849,453195,117.74
2023-09-04,2023,9,4,Monday,False,False,,False,False,False,1582,97890,61.88
2023-09-05,2023,9,5,Tuesday,False,False,,False,False,False,1457,98184,67.39
2023-09-06,2023,9,6,Wednesday,False,False,,False,False,False,1688,112397,66.59
2023-09-07,2023,9,7,Thursday,False,False,,False,False,False,1761,108713,61.73
2023-09-08,2023,9,8,Friday,False,False,,False,False,False,2234,135848,60.81
2023-09-09,2023,9,9,Saturday,True,False,,False,True,False,4206,426609,101.43
2023-09-10,2023,9,10,Sunday,True,False,,False,True,False,3847,425511,110.61
2023-09-11,2023,9,11,Monday,False,False,,False,False,False,1693,110021,64.99
2023-09-12,2023,9,12,Tuesday,False,False,,False,False,False,1663,119209,71.68
2023-09-13,2023,9,13,Wednesday,False,False,,False,False,False,1582,98607,62.33
2023-09-14,2023,9,14,Thursday,False,False,,False,False,False,2023,163654,80.9
2023-09-15,2023,9,15,Friday,False,False,,False,False,False,1034,52462,50.74
2023-09-16,2023,9,16,Saturday,True,False,,False,True,False,2539,274840,108.25
2023-09-17,2023,9,17,Sunday,True,False,,False,True,False,3716,368243,99.1
2023-09-18,2023,9,18,Monday,False,False,,False,False,False,2003,127419,63.61
2023-09-19,2023,9,19,Tuesday,False,False,,False,False,False,1739,112749,64.84
2023-09-20,2023,9,20,Wednesday,False,False,,False,False,False,1390,75246,54.13
2023-09-21,2023,9,21,Thursday,False,False,,False,False,False,1761,127218,72.24
2023-09-22,2023,9,22,Friday,False,False,,False,False,False,2096,123756,59.04
2023-09-23,2023,9,23,Saturday,True,False,,False,True,False,2796,264230,94.5
2023-09-24,2023,9,24,Sunday,True,False,,False,True,False,2753,297833,108.18
2023-09-25,2023,9,25,Monday,False,False,,False,False,False,1703,115203,67.65
2023-09-26,2023,9,26,Tuesday,False,False,,False,False,False,1511,70265,46.5
2023-09-27,2023,9,27,Wednesday,False,False,,False,False,False,1505,69661,46.29
2023-09-28,2023,9,28,Thursday,False,True,추석,False,True,True,1925,165890,86.18
2023-09-29,2023,9,29,Friday,False,True,추석,False,True,True,2901,169834,58.54
2023-09-30,2023,9,30,Saturday,True,True,추석연휴,False,True,True,2053,154582,75.3
2023-10-01,2023,10,1,Sunday,True,False,,False,True,True,2918,266846,91.45
2023-10-02,2023,10,2,Monday,False,False,,False,False,False,3014,299070,99.23
2023-10-03,2023,10,3,Tuesday,False,True,개천절,False,True,False,2469,267960,108.53
2023-10-04,2023,10,4,Wednesday,False,False,,False,False,False,1426,76753,53.82
2023-10-05,2023,10,5,Thursday,False,False,,False,False,False,1632,106288,65.13
2023-10-06,2023,10,6,Friday,False,False,,False,False,False,1753,106983,61.03
2023-10-07,2023,10,7,Saturday,True,False,,False,True,True,2886,261707,90.68
2023-10-08,2023,10,8,Sunday,True,False,,False,True,True,2403,219881,91.5
2023-10-09,2023,10,9,Monday,False,True,한글날,False,True,True,2470,251608,101.87
2023-10-10,2023,10,10,Tuesday,False,False,,False,False,False,1485,69656,46.91
2023-10-11,2023,10,11,Wednesday,False,False,,False,False,False,1830,122737,67.07
2023-10-12,2023,10,12,Thursday,False,False,,False,False,False,1874,129339,69.02
2023-10-13,2023,10,13,Friday,False,False,,False,False,False,2197,147808,67.28
2023-10-14,2023,10,14,Saturday,True,False,,False,True,False,3352,215087,64.17
2023-10-15,2023,10,15,Sunday,True,False,,False,True,False,3994,350827,87.84
2023-10-16,2023,10,16,Monday,False,False,,False,False,False,1929,115790,60.03
2023-10-17,2023,10,17,Tuesday,False,False,,False,False,False,1894,126452,66.76
2023-10-18,2023,10,18,Wednesday,False,False,,False,False,False,1765,126188,71.49
2023-10-19,2023,10,19,Thursday,False,False,,False,False,False,1593,109845,68.95
2023-10-20,2023,10,20,Friday,False,False,,False,False,False,1984,116341,58.64
2023-10-21,2023,10,21,Saturday,True,False,,False,True,False,2192,182448,83.23
2023-10-22,2023,10,22,Sunday,True,False,,False,True,False,2336,238091,101.92
2023-10-23,2023,10,23,Monday,False,False,,False,False,False,1729,123622,71.5
2023-10-24,2023,10,24,Tuesday,False,False,,False,False,False,1655,108081,65.31
2023-10-25,2023,10,25,Wednesday,False,False,,False,False,False,1675,110834,66.17
2023-10-26,2023,10,26,Thursday,False,False,,False,False,False,1631,106807,65.49
2023-10-27,2023,10,27,Friday,False,False,,False,False,False,1874,124119,66.23
2023-10-28,2023,10,28,Saturday,True,False,,False,True,False,2323,196979,84.8
2023-10-29,2023,10,29,Sunday,True,False,,False,True,False,2458,240441,97.82
2023-10-30,2023,10,30,Monday,False,False,,False,False,False,1685,99502,59.05
2023-10-31,2023,10,31,Tuesday,False,False,,False,False,False,1653,103045,62.34
2023-11-01,2023,11,1,Wednesday,False,False,,False,False,False,1569,96229,61.33
2023-11-02,2023,11,2,Thursday,False,False,,False,False,False,1739,114787,66.01
2023-11-03,2023,11,3,Friday,False,False,,False,False,False,1421,88944,62.59
2023-11-04,2023,11,4,Saturday,True,False,,False,True,False,2094,166818,79.66
2023-11-05,2023,11,5,Sunday,True,False,,False,True,False,1066,62326,58.47
2023-11-06,2023,11,6,Monday,False,False,,False,False,False,1287,69454,53.97
2023-11-07,2023,11,7,Tuesday,False,False,,False,False,False,1457,84950,58.3
2023-11-08,2023,11,8,Wednesday,False,False,,False,False,False,1584,93244,58.87
2023-11-09,2023,11,9,Thursday,False,False,,False,False,False,1520,83520,54.95
2023-11-10,2023,11,10,Friday,False,False,,False,False,False,1543,86307,55.93
2023-11-11,2023,11,11,Saturday,True,False,,False,True,False,1356,94086,69.38
2023-11-12,2023,11,12,Sunday,True,False,,False,True,False,1296,107403,82.87
2023-11-13,2023,11,13,Monday,False,False,,False,False,False,1325,77481,58.48
2023-11-14,2023,11,14,Tuesday,False,False,,False,False,False,1187,62930,53.02
2023-11-15,2023,11,15,Wednesday,False,False,,False,False,False,1424,91919,64.55
2023-11-16,2023,11,16,Thursday,False,False,,False,False,False,1170,65967,56.38
2023-11-17,2023,11,17,Friday,False,False,,False,False,False,1395,77168,55.32
2023-11-18,2023,11,18,Saturday,True,False,,False,True,False,1390,93584,67.33
2023-11-19,2023,11,19,Sunday,True,False,,False,True,False,1454,120832,83.1
2023-11-20,2023,11,20,Monday,False,False,,False,False,False,1356,80828,59.61
2023-11-21,2023,11,21,Tuesday,False,False,,False,False,False,1326,77782,58.66
2023-11-22,2023,11,22,Wednesday,False,False,,False,False,False,1364,77116,56.54
2023-11-23,2023,11,23,Thursday,False,False,,False,False,False,1313,74866,57.02
2023-11-24,2023,11,24,Friday,False,False,,False,False,False,1305,67184,51.48
2023-11-25,2023,11,25,Saturday,True,False,,False,True,False,1326,75803,57.17
2023-11-26,2023,11,26,Sunday,True,False,,False,True,False,1123,92466,82.34
2023-11-27,2023,11,27,Monday,False,False,,False,False,False,1161,51105,44.02
2023-11-28,2023,11,28,Tuesday,False,False,,False,False,False,1257,64648,51.43
2023-11-29,2023,11,29,Wednesday,False,False,,False,False,False,1164,65485,56.26
2023-11-30,2023,11,30,Thursday,False,False,,False,False,False,1101,65621,59.6
2023-12-01,2023,12,1,Friday,False,False,,False,False,False,1235,77277,62.57
2023-12-02,2023,12,2,Saturday,True,False,,False,True,False,1182,76555,64.77
2023-12-03,2023,12,3,Sunday,True,False,,False,True,False,1015,65031,64.07
2023-12-04,2023,12,4,Monday,False,False,,False,False,False,1188,62247,52.4
2023-12-05,2023,12,5,Tuesday,False,False,,False,False,False,1179,53398,45.29
2023-12-06,2023,12,6,Wednesday,False,False,,False,False,False,1059,48443,45.74
2023-12-07,2023,12,7,Thursday,False,False,,False,False,False,1148,56310,49.05
2023-12-08,2023,12,8,Friday,False,False,,False,False,False,1279,73966,57.83
2023-12-09,2023,12,9,Saturday,True,False,,False,True,False,1398,95215,68.11
2023-12-10,2023,12,10,Sunday,True,False,,False,True,False,1329,106627,80.23
2023-12-11,2023,12,11,Monday,False,False,,False,False,False,1025,43974,42.9
2023-12-12,2023,12,12,Tuesday,False,False,,False,False,False,1005,59501,59.2
2023-12-13,2023,12,13,Wednesday,False,False,,False,False,False,1185,81372,68.67
2023-12-14,2023,12,14,Thursday,False,False,,False,False,False,1060,60398,56.98
2023-12-15,2023,12,15,Friday,False,False,,False,False,False,1137,57924,50.94
2023-12-16,2023,12,16,Saturday,True,False,,False,True,False,985,54477,55.31
2023-12-17,2023,12,17,Sunday,True,False,,False,True,False,753,41316,54.87
2023-12-18,2023,12,18,Monday,False,False,,False,False,False,1121,59401,52.99
2023-12-19,2023,12,19,Tuesday,False,False,,False,False,False,1004,55894,55.67
2023-12-20,2023,12,20,Wednesday,False,False,,False,False,False,899,54305,60.41
2023-12-21,2023,12,21,Thursday,False,False,,False,False,False,995,48841,49.09
2023-12-22,2023,12,22,Friday,False,False,,False,False,False,909,44501,48.96
2023-12-23,2023,12,23,Saturday,True,False,,False,True,True,751,41693,55.52
2023-12-24,2023,12,24,Sunday,True,False,,False,True,True,996,59950,60.19
2023-12-25,2023,12,25,Monday,False,True,크리스마스,False,True,True,747,51083,68.38
2023-12-26,2023,12,26,Tuesday,False,False,,False,False,False,1078,58444,54.22
2023-12-27,2023,12,27,Wednesday,False,False,,False,False,False,1017,59102,58.11
2023-12-28,2023,12,28,Thursday,False,False,,False,False,False,1057,61263,57.96
2023-12-29,2023,12,29,Friday,False,False,,False,False,False,1048,61386,58.57
2023-12-30,2023,12,30,Saturday,True,False,,False,True,True,731,35676,48.8
2023-12-31,2023,12,31,Sunday,True,False,,False,True,True,910,45564,50.07
2024-01-01,2024,1,1,Monday,False,True,신정,False,True,True,1194,56907,47.66
2024-01-02,2024,1,2,Tuesday,False,False,,False,False,False,967,49062,50.74
2024-01-03,2024,1,3,Wednesday,False,False,,False,False,False,1013,52217,51.55
2024-01-04,2024,1,4,Thursday,False,False,,False,False,False,1008,52362,51.95
2024-01-05,2024,1,5,Friday,False,False,,False,False,False,1093,58434,53.46
2024-01-06,2024,1,6,Saturday,True,False,,False,True,False,1204,73195,60.79
2024-01-07,2024,1,7,Sunday,True,False,,False,True,False,754,38863,51.54
2024-01-08,2024,1,8,Monday,False,False,,False,False,False,1057,48105,45.51
2024-01-09,2024,1,9,Tuesday,False,False,,False,False,False,767,45776,59.68
2024-01-10,2024,1,10,Wednesday,False,False,,False,False,False,948,53047,55.96
2024-01-11,2024,1,11,Thursday,False,False,,False,False,False,1080,60910,56.4
2024-01-12,2024,1,12,Friday,False,False,,False,False,False,1095,56068,51.2
2024-01-13,2024,1,13,Saturday,True,False,,False,True,False,1201,72327,60.22
2024-01-14,2024,1,14,Sunday,True,False,,False,True,False,764,39062,51.13
2024-01-15,2024,1,15,Monday,False,False,,False,False,False,960,41900,43.65
2024-01-16,2024,1,16,Tuesday,False,False,,False,False,False,716,30355,42.4
2024-01-17,2024,1,17,Wednesday,False,False,,False,False,False,969,52566,54.25
2024-01-18,2024,1,18,Thursday,False,False,,False,False,False,1060,52319,49.36
2024-01-19,2024,1,19,Friday,False,False,,False,False,False,1098,64242,58.51
2024-01-20,2024,1,20,Saturday,True,False,,False,True,False,973,57370,58.96
2024-01-21,2024,1,21,Sunday,True,False,,False,True,False,881,54102,61.41
2024-01-22,2024,1,22,Monday,False,False,,False,False,False,994,44734,45.0
2024-01-23,2024,1,23,Tuesday,False,False,,False,False,False,914,37660,41.2
2024-01-24,2024,1,24,Wednesday,False,False,,False,False,False,961,46062,47.93
2024-01-25,2024,1,25,Thursday,False,False,,False,False,False,981,51265,52.26
2024-01-26,2024,1,26,Friday,False,False,,False,False,False,1106,57120,51.65
2024-01-27,2024,1,27,Saturday,True,False,,False,True,False,1096,67725,61.79
2024-01-28,2024,1,28,Sunday,True,False,,False,True,False,1035,65226,63.02
2024-01-29,2024,1,29,Monday,False,False,,False,False,False,1138,60242,52.94
2024-01-30,2024,1,30,Tuesday,False,False,,False,False,False,1179,50455,42.79
2024-01-31,2024,1,31,Wednesday,False,False,,False,False,False,1185,57803,48.78
2024-02-01,2024,2,1,Thursday,False,False,,False,False,False,1102,49665,45.07
2024-02-02,2024,2,2,Friday,False,False,,False,False,False,1225,59428,48.51
2024-02-03,2024,2,3,Saturday,True,False,,False,True,False,1139,80024,70.26
2024-02-04,2024,2,4,Sunday,True,False,,False,True,False,1281,90542,70.68
2024-02-05,2024,2,5,Monday,False,False,,False,False,False,1109,46335,41.78
2024-02-06,2024,2,6,Tuesday,False,False,,False,False,False,1107,57742,52.16
2024-02-07,2024,2,7,Wednesday,False,False,,False,False,False,1175,56900,48.43
2024-02-08,2024,2,8,Thursday,False,False,,False,False,False,1133,54624,48.21
2024-02-09,2024,2,9,Friday,False,True,설날,False,True,True,968,64452,66.58
2024-02-10,2024,2,10,Saturday,True,True,설날,False,True,True,1315,43154,32.82
2024-02-11,2024,2,11,Sunday,True,True,설날,False,True,True,1356,48100,35.47
2024-02-12,2024,2,12,Monday,False,True,설날연휴,False,True,True,1169,89486,76.55
2024-02-13,2024,2,13,Tuesday,False,False,,False,False,False,1003,59796,59.62
2024-02-14,2024,2,14,Wednesday,False,False,,False,False,False,1292,75577,58.5
2024-02-15,2024,2,15,Thursday,False,False,,False,False,False,1083,42630,39.36
2024-02-16,2024,2,16,Friday,False,False,,False,False,False,1363,76605,56.2
2024-02-17,2024,2,17,Saturday,True,False,,False,True,False,1535,119856,78.08
2024-02-18,2024,2,18,Sunday,True,False,,False,True,False,1018,80322,78.9
2024-02-19,2024,2,19,Monday,False,False,,False,False,False,1088,44589,40.98
2024-02-20,2024,2,20,Tuesday,False,False,,False,False,False,1081,55139,51.01
2024-02-21,2024,2,21,Wednesday,False,False,,False,False,False,1049,50817,48.44
2024-02-22,2024,2,22,Thursday,False,False,,False,False,False,967,51932,53.7
2024-02-23,2024,2,23,Friday,False,False,,False,False,False,1296,78418,60.51
2024-02-24,2024,2,24,Saturday,True,False,,False,True,False,1312,101756,77.56
2024-02-25,2024,2,25,Sunday,True,False,,False,True,False,1143,96229,84.19
2024-02-26,2024,2,26,Monday,False,False,,False,False,False,1319,78605,59.59
2024-02-27,2024,2,27,Tuesday,False,False,,False,False,False,1318,85195,64.64
2024-02-28,2024,2,28,Wednesday,False,False,,False,False,False,1268,89979,70.96
2024-02-29,2024,2,29,Thursday,False,False,,False,False,False,1491,83150,55.77
2024-03-01,2024,3,1,Friday,False,True,삼일절,False,True,True,1304,84239,64.6
2024-03-02,2024,3,2,Saturday,True,False,,False,True,True,1132,83426,73.7
2024-03-03,2024,3,3,Sunday,True,False,,False,True,True,1243,98813,79.5
2024-03-04,2024,3,4,Monday,False,False,,False,False,False,1291,75392,58.4
2024-03-05,2024,3,5,Tuesday,False,False,,False,False,False,1099,71942,65.46
2024-03-06,2024,3,6,Wednesday,False,False,,False,False,False,1216,78917,64.9
2024-03-07,2024,3,7,Thursday,False,False,,False,False,False,1208,79054,65.44
2024-03-08,2024,3,8,Friday,False,False,,False,False,False,1379,84660,61.39
2024-03-09,2024,3,9,Saturday,True,False,,False,True,False,1689,128151,75.87
2024-03-10,2024,3,10,Sunday,True,False,,False,True,False,1921,165709,86.26
2024-03-11,2024,3,11,Monday,False,False,,False,False,False,1291,86504,67.01
2024-03-12,2024,3,12,Tuesday,False,False,,False,False,False,1147,57681,50.29
2024-03-13,2024,3,13,Wednesday,False,False,,False,False,False,1304,67084,51.44
2024-03-14,2024,3,14,Thursday,False,False,,False,False,False,1542,83555,54.19
2024-03-15,2024,3,15,Friday,False,False,,False,False,False,1663,92256,55.48
2024-03-16,2024,3,16,Saturday,True,False,,False,True,False,2414,203456,84.28
2024-03-17,2024,3,17,Sunday,True,False,,False,True,False,1720,160168,93.12
2024-03-18,2024,3,18,Monday,False,False,,False,False,False,1511,88081,58.29
2024-03-19,2024,3,19,Tuesday,False,False,,False,False,False,1272,65941,51.84
2024-03-20,2024,3,20,Wednesday,False,False,,False,False,False,1328,75647,56.96
2024-03-21,2024,3,21,Thursday,False,False,,False,False,False,1513,100346,66.32
2024-03-22,2024,3,22,Friday,False,False,,False,False,False,1355,85596,63.17
2024-03-23,2024,3,23,Saturday,True,False,,False,True,False,2364,195639,82.76
2024-03-24,2024,3,24,Sunday,True,False,,False,True,False,3466,363489,104.87
2024-03-25,2024,3,25,Monday,False,False,,False,False,False,1214,53831,44.34
2024-03-26,2024,3,26,Tuesday,False,False,,False,False,False,1331,66576,50.02
2024-03-27,2024,3,27,Wednesday,False,False,,False,False,False,1631,96511,59.17
2024-03-28,2024,3,28,Thursday,False,False,,False,False,False,1298,69300,53.39
2024-03-29,2024,3,29,Friday,False,False,,False,False,False,1529,73258,47.91
2024-03-30,2024,3,30,Saturday,True,False,,False,True,False,1927,156969,81.46
2024-03-31,2024,3,31,Sunday,True,False,,False,True,False,2464,228389,92.69
2024-04-01,2024,4,1,Monday,False,False,,False,False,False,1633,92866,56.87
2024-04-02,2024,4,2,Tuesday,False,False,,False,False,False,1876,108779,57.98
2024-04-03,2024,4,3,Wednesday,False,False,,False,False,False,1567,103150,65.83
2024-04-04,2024,4,4,Thursday,False,False,,False,False,False,1781,109703,61.6
2024-04-05,2024,4,5,Friday,False,False,,False,False,False,1958,124802,63.74
2024-04-06,2024,4,6,Saturday,True,False,,False,True,False,2690,246652,91.69
2024-04-07,2024,4,7,Sunday,True,False,,False,True,False,3221,343484,106.64
2024-04-08,2024,4,8,Monday,False,False,,False,False,False,1758,108103,61.49
2024-04-09,2024,4,9,Tuesday,False,False,,False,False,False,1610,81434,50.58
2024-04-10,2024,4,10,Wednesday,False,True,식목일,False,True,False,2764,322664,116.74
2024-04-11,2024,4,11,Thursday,False,False,,False,False,False,1854,93618,50.5
2024-04-12,2024,4,12,Friday,False,False,,False,False,False,1838,119266,64.89
2024-04-13,2024,4,13,Saturday,True,False,,False,True,False,3291,343106,104.26
2024-04-14,2024,4,14,Sunday,True,False,,False,True,False,3287,366759,111.58
2024-04-15,2024,4,15,Monday,False,False,,False,False,False,1068,32500,30.43
2024-04-16,2024,4,16,Tuesday,False,False,,False,False,False,1201,67743,56.41
2024-04-17,2024,4,17,Wednesday,False,False,,False,False,False,1671,95292,57.03
2024-04-18,2024,4,18,Thursday,False,False,,False,False,False,1563,93227,59.65
2024-04-19,2024,4,19,Friday,False,False,,False,False,False,1867,106948,57.28
2024-04-20,2024,4,20,Saturday,True,False,,False,True,False,1450,83603,57.66
2024-04-21,2024,4,21,Sunday,True,False,,False,True,False,2292,244049,106.48
2024-04-22,2024,4,22,Monday,False,False,,False,False,False,1750,113398,64.8
2024-04-23,2024,4,23,Tuesday,False,False,,False,False,False,1760,102998,58.52
2024-04-24,2024,4,24,Wednesday,False,False,,False,False,False,1758,94639,53.83
2024-04-25,2024,4,25,Thursday,False,False,,False,False,False,1898,122614,64.6
2024-04-26,2024,4,26,Friday,False,False,,False,False,False,1985,105160,52.98
2024-04-27,2024,4,27,Saturday,True,False,,False,True,False,3026,298158,98.53
2024-04-28,2024,4,28,Sunday,True,False,,False,True,False,3102,330803,106.64
2024-04-29,2024,4,29,Monday,False,False,,False,False,False,1780,97265,54.64
2024-04-30,2024,4,30,Tuesday,False,False,,False,False,False,2069,129811,62.74
2024-05-01,2024,5,1,Wednesday,False,False,,False,False,False,2654,297262,112.01
2024-05-02,2024,5,2,Thursday,False,False,,False,False,False,2055,144433,70.28
2024-05-03,2024,5,3,Friday,False,False,,False,False,False,2328,171110,73.5
2024-05-04,2024,5,4,Saturday,True,False,,False,True,True,4896,241877,49.4
2024-05-05,2024,5,5,Sunday,True,True,어린이날,False,True,True,2142,101425,47.35
2024-05-06,2024,5,6,Monday,False,True,대체공휴일,True,True,True,1362,85681,62.91
2024-05-07,2024,5,7,Tuesday,False,False,,False,False,False,1479,70308,47.54
2024-05-08,2024,5,8,Wednesday,False,False,,False,False,False,1765,102305,57.96
2024-05-09,2024,5,9,Thursday,False,False,,False,False,False,1839,108978,59.26
2024-05-10,2024,5,10,Friday,False,False,,False,False,False,2159,123939,57.41
2024-05-11,2024,5,11,Saturday,True,False,,False,True,False,1647,98936,60.07
2024-05-12,2024,5,12,Sunday,True,False,,False,True,False,3001,311072,103.66
2024-05-13,2024,5,13,Monday,False,False,,False,False,False,1936,117035,60.45
2024-05-14,2024,5,14,Tuesday,False,False,,False,False,False,1897,98240,51.79
2024-05-15,2024,5,15,Wednesday,False,True,스승의날,False,True,False,1358,96036,70.72
2024-05-16,2024,5,16,Thursday,False,False,,False,False,False,2079,120964,58.18
2024-05-17,2024,5,17,Friday,False,False,,False,False,False,1960,129516,66.08
2024-05-18,2024,5,18,Saturday,True,False,,False,True,False,3302,315232,95.47
2024-05-19,2024,5,19,Sunday,True,False,,False,True,False,3297,340677,103.33
2024-05-20,2024,5,20,Monday,False,False,,False,False,False,1537,57611,37.48
2024-05-21,2024,5,21,Tuesday,False,False,,False,False,False,1950,121086,62.1
2024-05-22,2024,5,22,Wednesday,False,False,,False,False,False,2050,119383,58.24
2024-05-23,2024,5,23,Thursday,False,False,,False,False,False,1947,105958,54.42
2024-05-24,2024,5,24,Friday,False,False,,False,False,False,1923,109899,57.15
